doi,Name,Name_Variants,Institution,code
10.1002/eco.1923,Cherie J. Westbrook,"['Cherie Jennifer. Westbrook', 'C. J. Westbrook', 'C. Westbrook', 'Cherie Westbrook', 'Cherie J. Westbrook', 'C.J. Westbrook', 'Cherie J Westbrook']",University of Saskatchewan,0001
10.1002/eco.1923,Angela Bedard-Haughn,"['Angela Bedard-Haughn', 'Bedard-HaughnAngela', 'Angela Bedard-Haughn†', 'Angela Bedard‐Haughn', 'A. Bedard-Haughn', 'A.K. Bedard-Haughn', 'A.K Bedard-Haughn', 'Angela K. Bedard-Haughn']",University of Saskatchewan,0001
10.1016/j.atmosres.2017.03.005,Bohdan Kochtubajda,"['Bob Kochtubajda', 'Bohdan Kochtubajda', 'B. Kochtubajda', 'B Kochtubajda', 'B. Kochtubajda; Bob Kochtubajda']",Environment and Climate Change Canada,0005
10.1016/j.atmosres.2017.03.005,Curtis Mooney,"['Curtis J. Mooney', 'Curtis Mooney', 'C. Mooney', 'C. J. Mooney']",Environment and Climate Change Canada,0005
10.1016/j.atmosres.2017.03.005,Ronald E. Stewart,"['R. E. STEWART', 'R Stewart', 'Ronald Earl Stewart', 'R. E. D. Stewart', 'R. E. Stewart', 'R.E. Stewart', 'Ronald E Stewart', 'R. Stewart', 'Ronald Stewart', 'Ronald E. Stewart']",University of Manitoba,0020
10.1016/j.jhydrol.2017.05.042,Sebastian A. Krogh,"['Sebastian A Krogh', 'Sebastian Krogh', 'S. A. Krogh', 'S. Krogh', 'S.A. Krogh', 'Sebastian A. Krogh']",Louisiana Department of Natural Resources,0140
10.1016/j.jhydrol.2017.05.042,John W. Pomeroy,"['John Pomeroy', 'J.W. Pomeroy', 'J. W. Pomeroy', 'John W Pomeroy', 'J. W Pomeroy', 'John Willard Pomeroy', 'J. Pomeroy', 'J W Pomeroy', 'JW Pomeroy', 'John W. Pomeroy']",University of Saskatchewan,0001
10.1016/j.jhydrol.2017.05.042,Philip Marsh,"['P.M. Marsh', 'P Marsh', 'Philip Marsh', 'Philip Merrill Marsh', 'Philip. Marsh', 'Philip M. Marsh', 'Phillip Marsh', 'P. Marsh']",Wilfrid Laurier University,0006
10.1016/j.jhydrol.2017.04.043,L. A. Morales-Marin,"['L.A. Morales-Marın', 'L.A. Morales-Marín', 'Luis Alejandro Morales-Marin', 'Luis Alejandro Morales-Marín', 'L. A. Morales-Marin', 'Luis A. Morales-Marín', 'Luis Morales-Marin', 'Luis Morales‐Marín', 'L. A. Morales-Marín', 'Luis Morales-Marín', 'Luis Morales Marin']",Government of Canada,0139
10.1016/j.jhydrol.2017.04.043,H. S. Wheater,"['H. S. Wheater', 'Howard S Wheater', 'H.S Wheater', 'Howard Simon Wheater', 'Howard S. Wheater', 'H.S. Wheater', 'H. Wheater', 'H Wheater', 'H S Wheater', 'Howard Wheater']",University of Saskatchewan,0001
10.1016/j.jhydrol.2017.04.043,K.-E. Lindenschmidt,"['K.-E. Lindenschmidt', 'K.E. Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. E. Lindenschmidt']",Global Institute for Water Security,0003
10.1002/2017ef000639,Chao Li,"['Li Chao', 'Chao Li']",Max Planck Institute for Meteorology,0342
10.1002/2017ef000639,Xuebin Zhang,"['XueBin Zhang', 'Z. Xuebin', 'Zhang Xue-Bin', 'Xue-bin Zhang', 'Xue-Bin Zhang', 'zhang xue-bin', 'Zhang Xuebin', 'Xuebin Zhang', 'Zhang XueBin', 'Zhang Xue-bin']",Chongqing University,0080
10.1002/2017ef000639,Francis W. Zwiers,"['Francis Zwiers', 'Francis W. Zwiers', 'F. Zwiers', 'Francis W Zwiers', 'F.W. Zwiers', 'F. W. Zwiers']",Nanjing University of Information Science and Technology,0041
10.1002/2017ef000639,Yuanyuan Fang,"['Fang Yuanyuan', 'Fang Yuan-yuan', 'FANG Yuanyuan', 'Yuan-Yuan Fang', 'Y. Fang', 'Y. S. Fang', 'YuanYuan Fang', 'Yuanyuan Fang', 'Y Fang', 'Yuan-yuan Fang', 'Y.S. Fang']",Tongji Hospital,0600
10.1002/2017ef000639,A. M. Michalak,"['Anna M. Michalak', 'A. Michalak', 'A.M. Michalak', 'Anna M Michalak', 'A Michalak', 'A. M. Michalak', 'Anna Michalak']",Carnegie Institution for Science,0308
10.1175/jhm-d-15-0176.1,Yanping Li,"['Li Yan-ping', 'L. Yanping', 'yanping li', 'Li YanPing', 'Yan-Ping Li', 'Yan‐ping Li', 'Y. Li', 'LI Yanping', 'LI Yan-ping', 'Li Yan-Ping', 'Li Yanping', 'YanPing Li', 'YANPING LI', 'Y Li', 'LI Yan-Ping', 'Yanping Li', 'Yan-ping Li', 'Yan‐Ping Li']",Yunnan University of Traditional Chinese Medicine,0067
10.1175/jhm-d-15-0176.1,Kit K. Szeto,"['K. Szeto', 'K. K. Szeto', 'K. K. SZETO', 'K.K. Szeto', 'Kit Szeto', 'Kit Kong Szeto', 'Kit K. Szeto']",Environment and Climate Change Canada,0005
10.1175/jhm-d-15-0176.1,Ronald E. Stewart,"['R. E. STEWART', 'R Stewart', 'Ronald Earl Stewart', 'R. E. D. Stewart', 'R. E. Stewart', 'R.E. Stewart', 'Ronald E Stewart', 'R. Stewart', 'Ronald Stewart', 'Ronald E. Stewart']",University of Manitoba,0020
10.1175/jhm-d-15-0176.1,Julie M. Thériault,"['J. M. Theriault', 'J. M. Thériault', 'Julie Mireille Thériault', 'Julie Theriault', 'Julie M. Thériault', 'Julie M. Theriault', 'J.M. Thériault', 'Julie Thériault', 'J. Theriault']",University of Quebec at Montreal,0019
10.1175/jhm-d-15-0176.1,Liang Chen,"['Liang Chen', 'C. Liang', 'Chen Liang']",Huashan Hospital,0469
10.1175/jhm-d-15-0176.1,Bohdan Kochtubajda,"['Bob Kochtubajda', 'Bohdan Kochtubajda', 'B. Kochtubajda', 'B Kochtubajda', 'B. Kochtubajda; Bob Kochtubajda']",Environment and Climate Change Canada,0005
10.1175/jhm-d-15-0176.1,Anthony Liu,['Anthony Liu'],Nepean Hospital,0749
10.1175/jhm-d-15-0176.1,Sudesh Boodoo,"['S. Boodoo', 'Sudesh Boodoo']",Environment and Climate Change Canada,0005
10.1175/jhm-d-15-0176.1,Ron Goodson,"['Ron Goodson', 'R. Goodson']",Environment and Climate Change Canada,0005
10.1175/jhm-d-15-0176.1,Curtis Mooney,"['Curtis J. Mooney', 'Curtis Mooney', 'C. Mooney', 'C. J. Mooney']",Environment and Climate Change Canada,0005
10.1175/jhm-d-15-0176.1,Sopan Kurkute,"['Sopan Kurkute', 'Sopan Anantha Kurkute', 'S. Kurkute']",University of Saskatchewan,0001
10.1175/jhm-d-15-0176.1,Yanping Li,"['Li Yan-ping', 'L. Yanping', 'yanping li', 'Li YanPing', 'Yan-Ping Li', 'Yan‐ping Li', 'Y. Li', 'LI Yanping', 'LI Yan-ping', 'Li Yan-Ping', 'Li Yanping', 'YanPing Li', 'YANPING LI', 'Y Li', 'LI Yan-Ping', 'Yanping Li', 'Yan-ping Li', 'Yan‐Ping Li']",Yunnan University of Traditional Chinese Medicine,0067
10.1175/jhm-d-15-0176.1,Kit K. Szeto,"['K. Szeto', 'K. K. Szeto', 'K. K. SZETO', 'K.K. Szeto', 'Kit Szeto', 'Kit Kong Szeto', 'Kit K. Szeto']",Environment and Climate Change Canada,0005
10.1175/jhm-d-15-0176.1,Ronald E. Stewart,"['R. E. STEWART', 'R Stewart', 'Ronald Earl Stewart', 'R. E. D. Stewart', 'R. E. Stewart', 'R.E. Stewart', 'Ronald E Stewart', 'R. Stewart', 'Ronald Stewart', 'Ronald E. Stewart']",University of Manitoba,0020
10.1175/jhm-d-15-0176.1,Julie M. Thériault,"['J. M. Theriault', 'J. M. Thériault', 'Julie Mireille Thériault', 'Julie Theriault', 'Julie M. Thériault', 'Julie M. Theriault', 'J.M. Thériault', 'Julie Thériault', 'J. Theriault']",University of Quebec at Montreal,0019
10.1175/jhm-d-15-0176.1,Liang Chen,"['Liang Chen', 'C. Liang', 'Chen Liang']",Huashan Hospital,0469
10.1175/jhm-d-15-0176.1,Bohdan Kochtubajda,"['Bob Kochtubajda', 'Bohdan Kochtubajda', 'B. Kochtubajda', 'B Kochtubajda', 'B. Kochtubajda; Bob Kochtubajda']",Environment and Climate Change Canada,0005
10.1175/jhm-d-15-0176.1,Anthony Liu,['Anthony Liu'],Nepean Hospital,0749
10.1175/jhm-d-15-0176.1,Sudesh Boodoo,"['S. Boodoo', 'Sudesh Boodoo']",Environment and Climate Change Canada,0005
10.1175/jhm-d-15-0176.1,Ron Goodson,"['Ron Goodson', 'R. Goodson']",Environment and Climate Change Canada,0005
10.1175/jhm-d-15-0176.1,Curtis Mooney,"['Curtis J. Mooney', 'Curtis Mooney', 'C. Mooney', 'C. J. Mooney']",Environment and Climate Change Canada,0005
10.1175/jhm-d-15-0176.1,Sopan Kurkute,"['Sopan Kurkute', 'Sopan Anantha Kurkute', 'S. Kurkute']",University of Saskatchewan,0001
10.1007/s13351-017-6146-y,Zhenhua Li,"['Zhen–Hua Lu', 'Zhen-hua Lu', 'LI Zhenhua', 'Z.H. Lu', 'ZhenHua Li', 'Lu Zhen-Hua', 'Zhen-hua Li', 'Lv Zhenhua', 'L. Zhenhua', 'Zhenhua Lu', 'li Zhenhua', 'Zhenhua Lü', 'Li Zhenhua', 'L Zhenhua', 'LU Zhenhua', 'Zhen-Hua Lü', 'Z. H. Lu', 'LU Zhen-Hua', 'Zhen-Hua Lu', 'Li Zhen-hua', 'li zhenhua', 'LI Zhen-hua', 'LI Zhen-Hua', 'Li ZhenHua', 'LU Zhen-hua', 'Zhenhua Lv', 'Zhenhua Li', 'Li Zhen-Hua', 'LV Zhenhua', 'Zhen-Hua Li']",Harbin Institute of Technology,0104
10.1007/s13351-017-6146-y,A. H. Manson,"['A. Manson', 'A.H Manson', 'A.H. Manson', 'Alan H. Manson', 'A. H. Manson', 'A Manson', 'A H Manson', 'Alan Manson', 'Alan H Manson']",University of Saskatchewan,0001
10.1007/s13351-017-6146-y,Yanping Li,"['Li Yan-ping', 'L. Yanping', 'yanping li', 'Li YanPing', 'Yan-Ping Li', 'Yan‐ping Li', 'Y. Li', 'LI Yanping', 'LI Yan-ping', 'Li Yan-Ping', 'Li Yanping', 'YanPing Li', 'YANPING LI', 'Y Li', 'LI Yan-Ping', 'Yanping Li', 'Yan-ping Li', 'Yan‐Ping Li']",Yunnan University of Traditional Chinese Medicine,0067
10.1007/s13351-017-6146-y,C. E. Meek,"['C E Meek', 'C.E. Meek', 'C. Meek', 'C Meek', 'C. E. Meek', 'Chris Meek', 'Chris E Meek', 'C.E Meek', 'Chris E. Meek']",University of Saskatchewan,0001
10.1002/etc.3986,Patricija Marjan,"['Patricija Marjan', 'P. Marjan']",University of Calgary,0007
10.1002/etc.3986,Glen J. Van Der Kraak,"['Glen J. Van Der Kraak', 'G. J. Van Der Kraak', 'G J Van Der Kraak', 'Glen J. van der Kraak', 'Glen J van der Kraak', 'Glen J Van Der Kraak', 'G.J. Van Der Kraak', 'Glen J Kraak', 'G. J. Kraak', 'Glen Van Der Kraak', 'G.J. van der Kraak', 'Glen J. Van der Kraak']",University of Guelph,0008
10.1002/etc.3986,Deborah L. MacLatchy,"['Deborah L. MacLatchy', 'Deborah MacLatchy', 'Deborah L. Maclatchy', 'D.L. MacLatchy', 'D.L. MacLATCHY', 'D L MacLatchy', 'D. L. Maclatchy', 'D.L MacLatchy', 'D. MacLatchy', 'D Maclatchy', 'D. L. MacLatchy', 'Deborah L Maclatchy', 'Deborah L MacLatchy']",University of New Brunswick,0137
10.1002/etc.3986,Meghan Fuzzen,"['M.L. Fuzzen', 'M. Fuzzen', 'Meghan L.M. Fuzzen', 'Meghan Fuzzen', 'Meghan L M Fuzzen', 'Meghan L. M. Fuzzen', 'Meghan LM Fuzzen']",University of Waterloo,0002
10.1002/etc.3986,Leslie M. Bragg,"['L.M. Bragg', 'Leslie M. Bragg', 'Leslie M Bragg', 'Leslie Bragg', 'Bragg Leslie', 'L. M. Bragg', 'L. Bragg']",University of Waterloo,0002
10.1002/etc.3986,Mark E. McMaster,"['M E McMaster', 'Mark E. Mcmaster', 'M.E McMaster', 'M. Mcmaster', 'M McMaster', 'M. E. McMaster', 'M. McMaster', 'M.E. McMaster', 'M. E. Mcmaster', 'Mark McMaster', 'Mark Mcmaster', 'Mark E. McMaster', 'Mark E McMaster', 'M.E. Mcmaster']",Environment and Climate Change Canada,0005
10.1002/etc.3986,Gerald R. Tetreault,"['G. Tetreault', 'Gerald Tetreault', 'Gerald R. Tetreault', 'Gerald R Tetreault', 'G. R. Tetreault', 'Gerald Tétreault', 'Grald R. Tetreault', 'G.R. Tetreault']",Environment and Climate Change Canada,0005
10.1002/etc.3986,Mark R. Servos,"['Mark R. Servos.', 'M. R. Servos', 'M. Servos', 'M R Servos', 'Mark R Servos', 'Mark Servos', 'Mark R. Servos', 'Mark Roy Servos', 'M Servos', 'M.R. Servos']",University of Waterloo,0002
10.1016/j.jhydrol.2017.09.036,Paul A. Moore,"['P.A Moore', 'Paul Adrian Moore', 'P Moore', 'Paul Moore', 'P. Kalawai’a Moore', 'P. Moore', 'Paul A. Moore', 'P A Moore', 'P. A. Moore', 'P.A. Moore', 'Paul A Moore']",University of Hawaii–West Oahu,0103
10.1016/j.jhydrol.2017.09.036,Max Lukenbach,"['Max Lukenbach', 'Maxwell Curtis Lukenbach', 'Maxwell Lukenbach', 'M.C. Lukenbach', 'Max C. Lukenbach', 'M. C. Lukenbach', 'M. Lukenbach', 'Maxwell C. Lukenbach', 'Maxwell C Lukenbach']",University of Alberta,0017
10.1016/j.jhydrol.2017.09.036,Nicholas Kettridge,"['N. Kettridge', 'Nicholas Kettridge']",Forest Research,0349
10.1016/j.jhydrol.2017.09.036,Richard M. Petrone,"['R. M. Petrone', 'Richard Petrone', 'R. Petrone', 'R PETRONE', 'Richard Michael Petrone', 'R.M. Petrone', 'Richard M. Petrone', 'G R Petrone']",University of Waterloo,0002
10.1016/j.jhydrol.2017.09.036,K. J. Devito,"['Kevin John Devito', 'Kevin J. DevitoK.J. Devito', 'K. J. Devito', 'Kevin J. Devito', 'Kevin J Devito', 'K J Devito', 'Kevin Devito', 'K. Devito', 'K.J Devito', 'Kevin DeVito', 'K.J. Devito']",University of Alberta,0017
10.1016/j.jhydrol.2017.09.036,J. M. Waddington,"['J.M. Waddington', 'J. Waddington', 'James M. Waddington', 'J Waddington', 'J. M Waddington', 'J. Michael Waddington', 'James M Waddington', 'J. M. Waddington', 'J M Waddington', 'James Waddington', 'J Michael Waddington', 'James Michael Waddington']",McMaster University,0004
10.1007/s11269-017-1838-8,L. A. Morales-Marin,"['L.A. Morales-Marın', 'L.A. Morales-Marín', 'Luis Alejandro Morales-Marin', 'Luis Alejandro Morales-Marín', 'L. A. Morales-Marin', 'Luis A. Morales-Marín', 'Luis Morales-Marin', 'Luis Morales‐Marín', 'L. A. Morales-Marín', 'Luis Morales-Marín', 'Luis Morales Marin']",Government of Canada,0139
10.1007/s11269-017-1838-8,H. S. Wheater,"['H. S. Wheater', 'Howard S Wheater', 'H.S Wheater', 'Howard Simon Wheater', 'Howard S. Wheater', 'H.S. Wheater', 'H. Wheater', 'H Wheater', 'H S Wheater', 'Howard Wheater']",University of Saskatchewan,0001
10.1007/s11269-017-1838-8,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.5194/bg-14-3585-2017,Christopher T. Parsons,"['Chris T Parsons', 'Chris T. Parsons', 'Christopher Parsons', 'Christopher T. Parsons', 'C.T. Parsons', 'Chris Parsons', 'C. T. Parsons', 'C. Parsons']",Environment and Climate Change Canada,0005
10.5194/bg-14-3585-2017,Fereidoun Rezanezhad,"['Fereidoun Rezanezhad', 'Rezanezhad Fereidoun', 'F. Rezanezhad']",University of Waterloo,0002
10.5194/bg-14-3585-2017,David O'Connell,"[""D.P. O'Connell"", 'D P O’Connell', ""D.W. O'Connell"", ""D. P O'Connell"", ""David W. O'Connell"", ""D.P O'Connell"", ""David P. O'Connell"", ""D. W. O'Connell"", 'D. P. O’Connell', ""D P O'connell"", 'D. W. O’Connell', ""D. O'Connell"", 'David W. O’Connell', 'David O’Connell', ""David P O'Connell"", ""David William O'Connell"", 'D.P. O’Connell', ""David O'Connell"", ""D O'connell"", 'D. O’Connell', 'D. O`Connell', ""David W O'Connell"", 'David William O’Connell', 'David. W. O’Connell', ""David. P. O'connell"", 'David W O’Connell', ""David O'connell"", ""David P. O'connell"", ""D. P. O'Connell"", ""David O'Connell""]",Trinity College Dublin,0273
10.5194/bg-14-3585-2017,Philippe Van Cappellen,"['Philippe van Cappellen', 'P. Van Cappellen', 'P. van Cappellen', 'P van Cappellen', 'Philippe Van Cappellen', 'P Van Cappellen']",University of Waterloo,0002
10.1007/s11356-017-9616-y,Amir Sadeghian,"['A. Sadeghian', 'Amir Sadeghian']",Stanford University,0054
10.1007/s11356-017-9616-y,Jeff J. Hudson,"['Jeff J Hudson', 'J.J. Taylor Hudson', 'Jeff J. Hudson', 'J. J. Hudson', 'Jeffrey James Hudson', 'Jeffrey Hudson', 'Jeff Hudson']",University of Saskatchewan,0001
10.1007/s11356-017-9616-y,H. S. Wheater,"['H. S. Wheater', 'Howard S Wheater', 'H.S Wheater', 'Howard Simon Wheater', 'Howard S. Wheater', 'H.S. Wheater', 'H. Wheater', 'H Wheater', 'H S Wheater', 'Howard Wheater']",University of Saskatchewan,0001
10.1007/s11356-017-9616-y,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.1002/2016wr019736,Mahyar Shafii,"['M. Shafii', 'Mahyar Shafii']",University of Waterloo,0002
10.1002/2016wr019736,Nandita B. Basu,"['Nandita Basu', 'N. B. Basu', 'N B Basu', 'N. Â. B. Basu', 'Nandita B. Basu', 'Nandita B Basu', 'N. Basu']",University of Waterloo,0002
10.1002/2016wr019736,James R. Craig,"['Jovon Craig', 'James R Craig', 'James Richard Craig', 'James R. Craig', 'James Craig', 'J.R.M. Craig', 'J Craig', 'J. Craig', 'J. R. Craig', 'J.R. Craig', 'James. R. Craig', 'J R Craig']",University of Waterloo,0002
10.1002/2016wr019736,Sherry L. Schiff,"['Sherry Schiff', 'S.L Schiff', 'Sherry L Schiff', 'S. Schiff', 'Sherry L. Schiff', 'S. L. Schiff', 'S Schiff', 'S.L. Schiff', 'Sherry Lin Schiff', 'S L Schiff']",University of Waterloo,0002
10.1002/2016wr019736,Philippe Van Cappellen,"['Philippe van Cappellen', 'P. Van Cappellen', 'P. van Cappellen', 'P van Cappellen', 'Philippe Van Cappellen', 'P Van Cappellen']",University of Waterloo,0002
10.1016/j.envsoft.2017.03.010,Razi Sheikholeslami,"['R. Sheikholeslami', 'R Sheikholeslami', 'Razi Sheikholeslami']",Sharif University of Technology,0156
10.1016/j.envsoft.2017.03.010,Saman Razavi,"['S.A. Razavi', 'Saman razavi', 'Saman Razavi', 'S. Razavi', 'S Razavi', 'S A Razavi']",Australian National University,0010
10.1061/(asce)he.1943-5584.0001574,Razi Sheikholeslami,"['R. Sheikholeslami', 'R Sheikholeslami', 'Razi Sheikholeslami']",Sharif University of Technology,0156
10.1061/(asce)he.1943-5584.0001574,Fuad Yassin,"['Fuad Abdo Yassin', 'F. Yassin', 'Fuad A. Yassin', 'F. A. Yassin', 'Fuad Yassin']",University of Saskatchewan,0001
10.1061/(asce)he.1943-5584.0001574,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.1061/(asce)he.1943-5584.0001574,Saman Razavi,"['S.A. Razavi', 'Saman razavi', 'Saman Razavi', 'S. Razavi', 'S Razavi', 'S A Razavi']",Australian National University,0010
10.1016/j.wace.2017.10.003,Jana Sillmann,"['J. Sillmann', 'Sillmann Jana', 'Jana Sillmann', 'Jana Šnircová', 'Šnircová Jana', 'S. Jana', 'J Sillmann']",CICERO Center for International Climate Research,0507
10.1016/j.wace.2017.10.003,Thordis L. Thorarinsdottir,"['T. L. Thorarinsdottir', 'Thordis L Thorarinsdottir', 'Thordis Linda Thorarinsdottir', 'Thordis Thorarinsdottir', 'Thordis L. Thorarinsdottir', 'T. Thorarinsdottir']",Norwegian Computing Center,1438
10.1016/j.wace.2017.10.003,Noel Keenlyside,"['Noel Keenlyside', 'N. S. Keenlyside', 'Noel S Keenlyside', 'Noel KEENLYSIDE', 'Noel Sebastian Keenlyside', 'NS Keenlyside', 'N.S. Keenlyside', 'N. Keenlyside', 'Noel S. Keenlyside']",Geophysical Institute,1437
10.1016/j.wace.2017.10.003,Nathalie Schaller,"['Nathalie Schaller', 'N Schaller', 'N. Schaller']",Swiss National Science Foundation,1436
10.1016/j.wace.2017.10.003,Lisa V. Alexander,"['Lisa V. Alexander', 'L. V. Alexander', 'Lisa Alexander', 'L. Alexander', 'Lisa Victoria Alexander', 'L V Alexander', 'Lisa V Alexander', 'L Alexander', 'L.V. Alexander']",ARC Centre of Excellence for Climate System Science,0627
10.1016/j.wace.2017.10.003,Gabriele C. Hegerl,"['G Hegerl', 'Gabi C. Hegerl', 'G C Hegerl', 'Gabi Hegerl', 'G.C. Hegerl', 'Gabriele C Hegerl', 'Gabriele C. Hegerl', 'Gabriele Hegerl', 'G. Hegerl', 'Gabriele Clarissa Hegerl', 'G. C. Hegerl', 'Gabi Hegerl']",University of Edinburgh,0065
10.1016/j.wace.2017.10.003,Sonia I. Seneviratne,"['S. I. Seneviratne', 'Sonia Isabelle Seneviratne', 'S. W. Seneviratne', 'Sonia I Seneviratne', 'Sonia Seneviratne', 'S. I. : Seneviratne', 'S Seneviratne', 'S I Seneviratne', 'Sonia I.Seneviratne', 'S. Seneviratne', 'Sonia I. Seneviratne', 'S.I. Seneviratne']",ETH Zurich,0046
10.1016/j.wace.2017.10.003,Robert Vautard,"['ROBERT VAUTARD', 'Robert Vautard', 'robert vautard', 'R. Vautard', 'R Vautard']",Laboratoire des Sciences du Climat et de l'Environnement,0253
10.1016/j.wace.2017.10.003,Xuebin Zhang,"['XueBin Zhang', 'Z. Xuebin', 'Zhang Xue-Bin', 'Xue-bin Zhang', 'Xue-Bin Zhang', 'zhang xue-bin', 'Zhang Xuebin', 'Xuebin Zhang', 'Zhang XueBin', 'Zhang Xue-bin']",Chongqing University,0080
10.1016/j.wace.2017.10.003,Francis W. Zwiers,"['Francis Zwiers', 'Francis W. Zwiers', 'F. Zwiers', 'Francis W Zwiers', 'F.W. Zwiers', 'F. W. Zwiers']",Nanjing University of Information Science and Technology,0041
10.1007/s10584-017-2049-2,Peter Stott,"['Peter Stott', 'Peter A Stott', 'P.A. Stott', 'Peter Alister Stott', 'Peter A. Stott', 'P. A. Stott', 'P. Stott', 'Pa A. Stott', 'PA Stott', 'P Stott']",Met Office,0240
10.1007/s10584-017-2049-2,David J. Karoly,"['D. J. Karoly', 'D J Karoly', 'DAVID J. KAROLY', 'D.J. Karoly', 'David J Karoly', 'David J. Karoly', 'David John Karoly', 'DJ KAROLY', 'D Karoly', 'DJ Karoly', 'David Karoly', 'Dj Karoly', 'D. Karoly']",University of Melbourne,0093
10.1007/s10584-017-2049-2,Francis W. Zwiers,"['Francis Zwiers', 'Francis W. Zwiers', 'F. Zwiers', 'Francis W Zwiers', 'F.W. Zwiers', 'F. W. Zwiers']",Nanjing University of Information Science and Technology,0041
10.1088/1748-9326/aa7bf4,K. J. Van Meter,"['Kimberly Van Meter', 'K. J. Van Meter', 'Kimberly J. Van Meter', 'K. Van Meter', 'Kim J. Van Meter', 'Kimberly J Van Meter', 'K. Meter', 'K J Van Meter']",Walker (United States),0143
10.1088/1748-9326/aa7bf4,N. B. Basu,"['Nandita Basu', 'N. B. Basu', 'N.B. Basu', 'N B Basu', 'Nandita B. Basu', 'Nandita B Basu', 'N. Basu']",University of Waterloo,0002
10.5194/hess-21-4169-2017,Yoshihide Wada,"['Yoshihide WADA', 'Yoshi Wada', 'Y. Wada', 'Yoshihide Wada', 'Wada Yoshihide', 'Y Wada']",King Abdullah University of Science and Technology,0258
10.5194/hess-21-4169-2017,Marc F. P. Bierkens,"['M. F P Bierkens', 'M.F.P. Bierkens', 'Hessel Winsemius', 'Marc F. P. Bierkens', 'Marc Bierkens', 'M. P F Bierkens', 'Mark F. P. Bierkens', 'Marc. F. P. Bierkens', 'M. F. P. Bierkens', 'Marc F.P. Bierkens', 'M. Bierkens', 'Marc F P Bierkens', 'M. F. P Bierkens']",Utrecht University,0145
10.5194/hess-21-4169-2017,Ad de Roo,"['A. de Roo', 'A. D. de Roo', 'Â D. de Roo', 'Ad de Roo', 'Ad De Roo', 'A De Roo', 'A. De Roo', 'A de Roo']",European Commission,1430
10.5194/hess-21-4169-2017,Paul A. Dirmeyer,"['Paul Alan Dirmeyer', 'P.A. Dirmeyer', 'P. Dirmeyer', 'P Dirmeyer', 'Paul A. Dirmeyer', 'Paul A Dirmeyer', 'P. A. Dirmeyer', 'Paul Dirmeyer']",George Mason University,0564
