doi,paper
10.1175/JCLI-D-19-0920.1,"Sun, Q., Zwiers, F., Zhang, X., & Li, G. (2020). A comparison of intra-annual and long-term trend scaling of extreme precipitation with temperature in a large-ensemble regional climate simulation. Journal of Climate, 33(21), 9233-9245. https://"
10.1109/TSE.2019.2912962,"Svajlenko, J., & Roy, C. (2019). The Mutation and Injection Framework: Evaluating Clone Detection Tools with Mutation Analysis. IEEE Transactions on Software Engineering, 28 pages. "
10.1029/2019MS001833,"Swenson, S. C., Clark, M., Fan, Y., Lawrence, D. M., & Perket, J. (2019). Representing Intrahillslope lateral subsurface flow in the community land model. Journal of Advances in Modeling Earth Systems, 11(12), 4044-4065. https://"
10.1175/JCLI-D-19-0134.1,"Tan, Y., Zwiers, F., Yang, S., Li, C., & Deng, K. (2020). The Role of Circulation and Its Changes in Present and Future Atmospheric Rivers over Western North America. Journal of Climate, 33(4), 1261-1281. https://"
10.5194/essd-12-2381-2020,"Tang, G., Clark, M. P., Newman, A. J., Wood, A. W., Papalexiou, S. M., Vionnet, V., & Whitfield, P. H. (2020). SCDNA: a serially complete precipitation and temperature dataset for North America from 1979 to 2018. Earth System Science Data, 12(4), 2381-2409. https://"
10.1016/j.rse.2020.111697,"Tang, G., Clark, M. P., Papalexiou, S. M., Ma, Z., & Hong, Y. (2020). Have satellite precipitation products improved over last two decades? A comprehensive comparison of GPM IMERG with nine satellite and reanalysis datasets. Remote Sensing of Environment, 240, 111697. https://"
10.1038/s41558-019-0456-2,"Tapley, B. D., Watkins, M. M., Flechtner, F., Reigber, C., Bettadpur, S., Rodell, M., Sasgen, I., Famiglietti, J. S., Landerer, F. W., Chambers, D. P., & Reager, J. T. (2019). Contributions of GRACE to understanding climate change. Nature climate change, 9(5), 358-369. https://"
10.1002/hyp.13146,"Tetzlaff, D., Piovano, T., Ala?Aho, P., Smith, A., Carey, S. K., Marsh, P., Wookey, P.A., Street, L.E. & Soulsby, C. (2018). Using stable isotopes to estimate travel times in a data?sparse Arctic catchment: Challenges and possible solutions. Hydrological processes, 32(12), 1936-1952. https://"
10.3390/w11122486,"Thapa, A., Bradford, L., Strickert, G., Yu, X., Johnston, A., & Watson-Daniels, K. (2019). ""Garbage in, Garbage Out"" Does Not Hold True for Indigenous Community Flood Extent Modeling in the Prairie Pothole Region. Water, 11(12), 2486. https://"
10.5194/hess-22-4491-2018,"Thériault, J. M., Hung, I., Vaquer, P., Stewart, R. E., & Pomeroy, J. W. (2018). Precipitation characteristics and associated weather conditions on the eastern slopes of the Canadian Rockies during March-April 2015. Hydrology & Earth System Sciences, 22(8), 4491 - 4512. https://"
10.1038/s41598-019-40155-y,"Thomas, B. F., & Famiglietti, J. S. (2019). Identifying climate-induced groundwater depletion in GRACE observations. Scientific reports, 9(1), 4124. https://"
10.1111/ele.12927,"Thomas, M. K., Fontana, S., Reyes, M., Kehoe, M., & Pomati, F. (2018). The predictability of a lake phytoplankton community, over time?scales of hours to years. Ecology letters, 21(5), 619-628. https://"
10.1038/s41396-020-0725-0,"Tsuji, J. M., Tran, N., Schiff, S. L., Venkiteswaran, J. J., Molot, L. A., Tank, M., Hanada, S., & Neufeld, J. D. (2020). Anoxygenic photosynthesis and iron-sulfur metabolic potential of Chlorobia populations from seasonally anoxic Boreal Shield lakes. ISME J (2020). https://"
10.1038/d41586-019-01313-4,"Turetsky, M. R., Abbott, B. W., Jones, M. C., Anthony, K. W., Olefeldt, D., Schuur, E. A. G., Koven, C., McGuire, D. A., Grosse, G., Kuhry, P., Hugelius, G., Lawrence, D. M., Gibson, C., & Sannel, A. B. K. (2019). Permafrost collapse is accelerating carbon release. Nature, 569, 32-34. "
10.1007/s10021-016-0055-2,"Turetsky, M. R., Baltzer, J. L., Johnstone, J. F., Mack, M. C., McCann, K., & Schuur, E. A. (2017). Losing legacies, ecological release, and transient responses: Key challenges for the future of northern ecosystem science. Ecosystems, 20(1), 23-30.   https://"
10.1016/j.infsof.2020.106277,"Uddin, G., Khomh, F., & Roy, C. K. (2020). Mining API usage scenarios from stack overflow. Information and Software Technology, 122, 106277.   https://"
10.1002/hyp.13626,"Van Huizen, B., Petrone, R. M., Price, J. S., Quinton, W. L., & Pomeroy, J. W. (2020). Seasonal ground ice impacts on spring ecohydrological conditions in a western boreal plains peatland. Hydrological Processes, 34(3), 765-779. https://"
10.1088/1748-9326/aa7bf4,"Van Meter, K. J., & Basu, N. B. (2017). Time lags in watershed-scale nutrient transport: an exploration of dominant controls. Environmental Research Letters, 12(8), 084017.  https://"
10.1002/lno.11353,"Van Meter, K. J., Chowdhury, S., Byrnes, D. K., & Basu, N. B. (2020). Biogeochemical asynchrony: Ecosystem drivers of seasonal concentration regimes across the Great Lakes Basin. Limnology and Oceanography, 65(4), 848-862. https://"
10.1126/science.aar4462,"Van Meter, K. J., Van Cappellen, P., & Basu, N. B. (2018). Legacy nitrogen may prevent achievement of water quality goals in the Gulf of Mexico. Science, 360(6387), 427-430.  http://"
10.1126/science.aav3851,"Van Meter, K. J., Van Cappellen, P., & Basu, N. B. (2019). Response to Comment on ""Legacy nitrogen may prevent achievement of water quality goals in the Gulf of Mexico"". Science, 365(6455), eaav3851. "
10.1016/j.cliser.2018.07.002,"Vano, J. A., Arnold, J. R., Nijssen, B., Clark, M. P., Wood, A. W., Gutmann, E. D., ... & Lehner, F. (2018). DOs and DON'Ts for using climate change information for water resource planning and management: guidelines for study design. Climate Services, 12, 1-13. https://"
10.1038/s43017-020-0063-9,"Voigt, C., Marushchak, M., Abott, B. et al. incl. Sonnentag, O. (2020). Nitrous oxide emissions from permafrost-affected soils. Nature Reviews Earth & Environment, 1-15. https://"
10.5194/bg-15-1293-2018,"von Buttlar, J., Zscheischler, J., Rammig, A., Sippel, S., Reichstein, M., Knohl, A., Jung, M., Menzer, O., Arain, M. A., Buchmann, N., Cescatti, A., Gianelle, D., Kieley, G., Law, B. E., Magliulo, V., Margolis, H., McCaughey, H., Merbold, L., Migliavacca, M., Montagnani, L., Oechel, W., Pavelka, M., Peichl, M., Rambal, S., Raschi, A., Scott, R. L., Vaccari, F. P., van Gorsel, E., Varlagin, A., Wohlfahrt, G., & Mahecha, M. D. (2018). Impacts of droughts and extreme temperature events on gross primary production and ecosystem respiration: a systematic assessment across ecosystems and climate zones, Biogeosciences Discussion, 15, 1293-1318.  https://"
10.5194/hess-21-4169-2017,"Wada, Y., Bierkens, M. F., de Roo, A., Dirmeyer, P., Famligietti, J. S., Hanasaki, N., Konar, M., Liu, J., Schmied, H. M., Oki, T., Pokhrel, Y., Sivaplan, M., Troy, T., van Dijk, A., van Emmerik, T., Van Huijgevoort, M., Van Lanen, H., Vorosmarty, C., Wanders, N., Wheater, H. (2017). Human-water interface in hydrological modelling: current status and future directions. Hydrology and Earth System Sciences, 21(8), 4169-4193. https://"
10.3389/ffgc.2020.00087,"Walker, X. J., Baltzer, J. L., Bourgeau-Chavez, L., Day, N. J., Dieleman, C. M., Johnstone, J. F., Kane, E.S., Rogers, B.M., Turetsky, M. R., Veraverbeke, S., & Mack, M. C. (2020). Patterns of Ecosystem Structure and Wildfire Carbon Combustion Across Six Ecoregions of the North American Boreal Forest. Frontiers in Forests and Global Change, 3, 87. https://"
10.1038/s41586-019-1474-y,"Walker, X. J., Baltzer, J. L., Cumming, S. G., Day, N. J., Ebert, C., Goetz, S., Johnstone, J. F., Potter, S., Rogers, B. M., Schuur, E. A., & Turetsky, M. R. (2019). Increasing wildfires threaten historic carbon sink of boreal forest soils. Nature, 572(7770), 520-523. https://"
10.1071/WF17095,"Walker, X. J., Baltzer, J. L., Cumming, S. G., Day, N. J., Johnstone, J. F., Rogers, B. M., Solvik, K., Turetsky, M.R., & Mack, M. C. (2018). Soil organic layer combustion in boreal black spruce and jack pine stands of the Northwest Territories, Canada. International Journal of Wildland Fire, 27(2), 125-134. https://"
10.1111/gcb.14287,"Walker, X. J., Rogers, B. M., Baltzer, J. L., Cumming, S. G., Day, N. J., Goetz, S. J., Johnstone, J.F., Schuur, E.A., Turetsky, M. R., & Mack, M. C. (2018). Cross?scale controls on carbon emissions from boreal forest megafires. Global change biology, 24(9), 4251-4265. https://"
10.1007/s10021-019-00435-0,"Wallace, C. A., & Baltzer, J. L. (2020). Tall Shrubs Mediate Abiotic Conditions and Plant Communities at the Taiga-Tundra Ecotone. Ecosystems, 23(4), 828-841. https://"
10.1016/j.scitotenv.2018.11.361,"Wang, H., Tetzlaff, D., Buttle, J., Carey, S. K., Laudon, H., McNamara, J. P., Spence, C., & Soulsby, C. (2019). Climate-phenology-hydrology interactions in northern high latitudes: Assessing the value of remote sensing data in catchment ecohydrological studies. Science of the Total Environment, 656, 19-28.  https://"
10.1111/gcb.14804,"Wang, J. A., Sulla?Menashe, D., Woodcock, C. E., Sonnentag, O., Keeling, R. F., & Friedl, M. A. (2020). Extensive land cover change across Arctic-Boreal Northwestern North America from disturbance and climate forcing. Global Change Biology, 26(2), 807-822. https://"
10.3390/rs10111727,"Wang, J., Duguay, C. R., Clausi, D. A., Pinard, V., & Howell, S. E. (2018). Semi-automated classification of lake ice cover using dual polarization RADARSAT-2 imagery. Remote Sensing, 10(11), 1727. https://"
10.1038/s41561-018-0265-7,"Wang, J., Song, C., Reager, J. T., Yao, F., Famiglietti, J. S., Sheng, Y., MacDonald, G. M., Brun, F., Schmied, H. M., Marston, R. A., & Wada, Y. (2018). Recent global decline in endorheic basin water storages. Nature geoscience, 11(12), 926-932.   https://"
10.1007/s13157-018-1059-9,"Wang, X., Shaw, E. L., Westbrook, C. J., & Bedard-Haughn, A. (2018). Beaver Dams Induce Hyporheic and Biogeochemical Changes in Riparian Areas in a Mountain Peatland. Wetlands, 38(5), 1017-1032. https://"
10.1038/s41467-019-10235-8,"Wang, X., Xiao, J., Li, X., Cheng, G., Ma, M., Zhu, G., Arain, M. A., Black, T. A., & Jassal, R. S. (2019). No trends in spring and autumn phenology during the global warming hiatus. Nature communications, 10(1), 2389. https://"
10.1021/acsanm.9b02356,"Wang, Y., Liu, T., & Liu, J. (2019). Synergistically Boosted Degradation of Organic Dyes by CeO2 Nanoparticles with Fluoride at Low pH. ACS Applied Nano Materials, 3(1), 842-849. https://"
10.1039/C9CC06167C,"Wang, Y., Yang, J., Zhao, Y., & Liu, J. (2019). Intentional hydrolysis to overcome the hydrolysis problem: detection of Ce (iv) by producing oxidase-like nanozymes with F?. Chemical Communications, 55(89), 13434-13437. https://"
10.1002/eco.1975,"Warren, R. K., Pappas, C., Helbig, M., Chasmer, L. E., Berg, A. A., Baltzer, J. L., Quinton, W.L., & Sonnentag, O. (2018). Minor contribution of overstorey transpiration to landscape evapotranspiration in boreal permafrost peatlands. Ecohydrology, 11(5), e1975. https://"
10.1016/j.rse.2018.05.012,"Wayand, N. E., Marsh, C. B., Shea, J. M., & Pomeroy, J. W. (2018). Globally scalable alpine snow metrics. Remote Sensing of Environment, 213, 61-72.   https://"
10.1002/met.1861,"Wazneh, H., Arain, M. A., & Coulibaly, P. (2020). Climate indices to characterize climatic changes across southern Canada. Meteorological Applications, 27(1), e1861. https://"
10.1080/07011784.2019.1623079,"Weekes, K., Krantzberg, G., & Vizeu Pinheiro, M. (2019). Identifying the groundwater sustainability implications of water policy in high-use situations in the Laurentian Great Lakes Basin. Canadian Water Resources Journal/Revue canadienne des ressources hydriques, 44(4), 337-349. https://"
10.1002/rra.3699,"Welber, M., Papangelakis, E., Ashmore, P., & MacVicar, B. (2020). Experiments on restoring alluvial cover in straight and meandering rivers using gravel augmentation. River Research and Applications. https://"
10.1038/sdata.2018.299,"Werner, A. T., Schnorbus, M. A., Shrestha, R. R., Cannon, A. J., Zwiers, F. W., Dayon, G., & Anslow, F. (2019). A long-term, temporally consistent, gridded daily meteorological dataset for northwestern North America. Scientific data, 6, 180299.   https://"
10.1080/07011784.2018.1558115,"Whitfield, C. J., Casson, N. J., North, R. L., Venkiteswaran, J. J., Ahmed, O., Leathers, J., Nugent, K. J., Prentice, T. & Baulch, H. M. (2019). The effect of freeze-thaw cycles on phosphorus release from riparian macrophytes in cold regions. Canadian Water Resources Journal/Revue canadienne des ressources hydriques, 44(2), 160-173.   https://"
10.1080/07011784.2017.1399086,"Whitfield, P. H., & Pomeroy, J. W. (2017). Assessing the quality of the streamflow record for a long-term reference hydrometric station: Bow River at Banff. Canadian Water Resources Journal/Revue canadienne des ressources hydriques, 42(4), 391-415. https://"
10.1080/07011784.2019.1685910,"Whitfield, P. H., & Shook, K. R. (2020). Changes to rainfall, snowfall, and runoff events during the autumn-winter transition in the Rocky Mountains of North America. Canadian Water Resources Journal/Revue canadienne des ressources hydriques, 45(1), 28-42. https://"
10.1016/j.jhydrol.2020.124541,"Whitfield, P. H., Shook, K. R., & Pomeroy, J. W. (2020). Spatial patterns of temporal changes in Canadian Prairie streamflow using an alternative trend assessment approach. Journal of Hydrology, 582, 124541. https://"
10.3390/f9030151,"Whitman, E., Parisien, M. A., Thompson, D. K., & Flannigan, M. D. (2018). Topoedaphic and forest controls on post-fire vegetation assemblies are modified by fire history and burn severity in the northwestern Canadian boreal forest. Forests, 9(3), 151.   https://"
10.1016/j.soilbio.2019.107571,"Whitman, T., Whitman, E., Woolet, J., Flannigan, M. D., Thompson, D. K., & Parisien, M. A. (2019). Soil bacterial and fungal response to wildfires in the Canadian boreal forest across a burn severity gradient. Soil Biology and Biochemistry, 138, 107571. https://"
10.1016/j.jhydrol.2020.124741,"Wiebe, A. J., & Rudolph, D. L. (2020). On the sensitivity of modelled groundwater recharge estimates to rain gauge network scale. Journal of Hydrology, 585, 124741.   https://"
10.1139/as-2018-0028,"Wilcox, E. J., Keim, D., de Jong, T., Walker, B., Sonnentag, O., Sniderhan, A. E.,  Mann, P., & Marsh, P. (2019). Tundra shrub expansion may amplify permafrost thaw by advancing snowmelt timing. Arctic Science, 5(4), 202-217. https://"
10.3389/ffgc.2019.00084,"Wilkinson, S. L., Moore, P. A., & Waddington, J. M. (2019). Assessing Drivers of Cross-Scale Variability in Peat Smoldering Combustion Vulnerability in Forested Boreal Peatlands. Frontiers in Forests and Global Change, 2, 84. https://"
10.1088/1748-9326/aaa136,"Wilkinson, S. L., Moore, P. A., Flannigan, M. D., Wotton, B. M., & Waddington, J. M. (2018). Did enhanced afforestation cause high severity peat burn in the Fort McMurray Horse River wildfire?. Environmental Research Letters, 13(1), 014018.   https://"
10.1139/cjfr-2018-0217,"Wilkinson, S. L., Moore, P. A., Thompson, D. K., Wotton, B. M., Hvenegaard, S., Schroeder, D., & Waddington, J. M. (2018). The effects of black spruce fuel management on surface fuel condition and peat burn severity in an experimental fire. Canadian Journal of Forest Research, 48(12), 1433-1440. https://"
10.1088/1748-9326/aba7e8,"Wilkinson, S. L., Tekatch, A. M., Markle, C. E., Moore, P. A., & Waddington, J. M. (2020). Shallow peat is most vulnerable to high peat burn severity during wildfire. Environmental Research Letters. https://"
10.1002/eco.2168,"Wilkinson, S. L., Verkaik, G. J., Moore, P. A., & Waddington, J. M. (2020). Threshold peat burn severity breaks evaporation?limiting feedback. Ecohydrology, 13(1), e2168.   https://"
10.2166/nh.2017.183,"Williamson, M., Adams, J. R., Berg, A. A., Derksen, C., Toose, P., & Walker, A. (2018). Plot-scale assessment of soil freeze/thaw detection and variability with impedance probes: implications for remote sensing validation networks. Hydrology Research, 49(1), 1-16. https://"
10.1080/2150704X.2017.1422872,"Williamson, M., Rowlandson, T. L., Berg, A. A., Roy, A., Toose, P., Derksen, C., Arnold, L., & Tetlock, E. (2018). L-band radiometry freeze/thaw validation using air temperature and ground measurements. Remote Sensing Letters, 9(4), 403-410.   https://"
10.2134/jeq2018.07.0278,"Wilson, H. F., Casson, N. J., Glenn, A. J., Badiou, P., & Boychuk, L. (2019). Landscape controls on nutrient export during snowmelt and an extreme rainfall runoff event in northern agricultural watersheds. Journal of environmental quality, 48(4), 841-849. https://"
10.2134/jeq2019.04.0155,"Wilson, H., Elliott, J., Macrae, M., & Glenn, A. (2019). Near?Surface Soils as a Source of Phosphorus in Snowmelt Runoff from Cropland. Journal of environmental quality, 48(4), 921-930. https://"
10.1080/15230430.2019.1570784,"Wojcik, R., Palmtag, J., Hugelius, G., Weiss, N., & Kuhry, P. (2019). Land cover and landform-based upscaling of soil organic carbon stocks on the Brøgger Peninsula, Svalbard. Arctic, Antarctic, and Alpine Research, 51(1), 40-57.   https://"
10.1139/er-2019-0047,"Wolfe, B. B., Hall, R. I., Wiklund, J. A., & Kay, M. L. (2020). Past variation in Lower Peace River ice-jam flood frequency. Environmental Reviews, (999), 1-9. https://"
10.5194/hess-23-3945-2019,"Wolfe, J. D., Shook, K. R., Spence, C., & Whitfield, C. J. (2019). A watershed classification approach that looks beyond hydrology: application to a semi-arid, agricultural region in Canada. Hydrology & Earth System Sciences, 23(9), 3945-3967.   https://"
10.1016/j.rse.2019.111407,"Wong, C. Y., D'Odorico, P., Bhathena, Y., Arain, M. A., & Ensminger, I. (2019). Carotenoid based vegetation indices for accurate monitoring of the phenology of photosynthesis at the leaf-scale in deciduous and evergreen trees. Remote Sensing of Environment, 233, 111407. https://"
10.5194/HESS-21-2163-2017,"Wong, J. S., Razavi, S., Bonsal, B. R., Wheater, H. S., & Asong, Z. E. (2017). Inter-comparison of daily precipitation products for large-scale hydro-climatic applications over Canada. Hydrology and Earth System Sciences, 21(4), 2163. http://www.hydrol-earth-syst-sci.net/21/2163/2017/"
10.1007/s10040-018-1871-6,"Woroniuk, B., Tipton, K., Grasby, S. E., McIntosh, J. C., & Ferguson, G. (2019). Salt dissolution and permeability in the Western Canada Sedimentary Basin. Hydrogeology Journal, 27(1), 161-170. https://"
10.1109/ACCESS.2020.2971545,"Wu, M., Wang, P., Yin, K., Cheng, H., Xu, Y., & Roy, C. K. (2020). LVMapper: A Large-variance Clone Detector Using Sequencing Alignment Approach. IEEE Access, 8, 27986-27997. "
10.1038/s41467-020-17581-y,"Wu, W. Y., Lo, M. H., Wada, Y., Famiglietti, J. S., Reager, J. T., Yeh, P. J. F., Ducharne, A., & Yang, Z. L. (2020). Divergent effects of climate change on future groundwater availability in key mid-latitude aquifers. Nature communications, 11(1), 1-9.   https://"
10.1016/j.scitotenv.2019.136444,"Wu, Y., Zhang, N., Slater, G., Waddington, J. M., & de Lannoy, C. F. (2020). Hydrophobicity of peat soils: Characterization of organic compound changes associated with heat-induced water repellency. Science of the Total Environment, 714, 136444.   https://"
10.1038/s41893-018-0036-x,"Wunder, S., Brouwer, R., Engel, S., Ezzine-de-Blas, D., Muradian, R., Pascual, U., & Pinto, R. (2018). From principles to practice in paying for nature's services. Nature Sustainability, 1(3), 145-150. https://"
10.1111/gcb.14565,"Xiao, J., Li, X., He, B., Arain, M. A., Beringer, J., Desai, A. R., Emmel, C., Hollinger, D.Y., Krasnova, A., Mammarella, I. & Noe, S. M. (2019). Solar?induced chlorophyll fluorescence exhibits a universal relationship with gross primary productivity across a wide variety of biomes. Global Change Biology, 25(4), e4-e6. https://"
10.1016/j.biortech.2020.122777,"Xiao, N., Selvaganapathy, P. R., Wu, R., & Huang, J. J. (2020a). Influence of wastewater microbial community on the performance of miniaturized microbial fuel cell biosensor. Bioresource technology, 302, 122777. https://"
10.1016/j.ces.2020.115691,"Xiao, N., Wu, R., Huang, J. J., & Selvaganapathy, P. R. (2020b). Anode surface modification regulates biofilm community population and the performance of micro-MFC based biochemical oxygen demand sensor. Chemical Engineering Science, 115691. https://"
10.1016/j.snb.2019.127432,"Xiao, N., Wu, R., Huang, J. J., & Selvaganapathy, P. R. (2020c). Development of a xurographically fabricated miniaturized low-cost, high-performance microbial fuel cell and its application for sensing biological oxygen demand. Sensors and Actuators B: Chemical, 304, 127432. https://"
10.1016/j.envpol.2018.03.099,"Xie, Y., Floehr, T., Zhang, X., Xiao, H., Yang, J., Xia, P., Burton Jr, G. A. & Hollert, H. (2018). In situ microbiota distinguished primary anthropogenic stressor in freshwater sediments. Environmental Pollution, 239, 189-197. https://"
10.1016/j.envpol.2018.02.081,"Xie, Y., Zhang, X., Yang, J., Kim, S., Hong, S., Giesy, J. P., Yim, U.H., Shim, W.J., Yu, H., & Khim, J. S. (2018). eDNA-based bioassessment of coastal sediments impacted by an oil spill. Environmental Pollution, 238, 739-748. https://"
10.1111/gcb.14843,"Xu, B., Arain, M. A., Black, T. A., Law, B. E., Pastorello, G. Z., & Chu, H. (2019). Seasonal variability of forest sensitivity to heat and drought stresses: A synthesis based on carbon fluxes from North American forest ecosystems. Global Change Biology, 26(2), 901-918. https://"
10.5194/hess-23-3735-2019,"Yassin, F., Razavi, S., Elshamy, M., Davison, B., Sapriza-Azuri, G., & Wheater, H. (2019). Representation and improved parameterization of reservoir operation in hydrological and land-surface models. Hydrology and Earth System Sciences, 23(9), 3735-3764. https://"
10.1002/hyp.11267,"Yassin, F., Razavi, S., Wheater, H., Sapriza?Azuri, G., Davison, B., & Pietroniro, A. (2017). Enhanced identification of a hydrologic model using streamflow and satellite water storage data: A multicriteria sensitivity analysis and optimization approach. Hydrological Processes, 31(19), 3320-3333. https://"
10.5194/hess-2019-207,"Yassin, F., Razavi, S., Wong, J. S., Pietroniro, A., & Wheater, H. (2019). Hydrologic-Land Surface Modelling of a Complex System under Precipitation Uncertainty: A Case Study of the Saskatchewan River Basin, Canada. Hydrology and Earth System Sciences Discussions, 1-40. https://"
10.1016/j.agrformet.2019.107684,"You, G., Arain, M. A., Wang, S., Lin, N., Wu, D., McKenzie, S., Zou, C., Liu, B., Zhang, X. & Gao, J. (2019). Trends of actual and potential evapotranspiration based on Bouchet's complementary concept in a cold and arid steppe site of Northeastern Asia. Agricultural and Forest Meteorology, 279, 107684.   https://"
10.1016/j.advwatres.2020.103720,"Zaghloul, M., Papalexiou, S. M., Elshorbagy, A., & Coulibaly, P. (2020). Revisiting flood peak distributions: A pan-Canadian investigation. Advances in Water Resources, 145, 103720. https://"
10.1016/j.seppur.2020.116823,"Zhang, N., Halali, M. A., & de Lannoy, C. F. (2020). Detection of fouling on electrically conductive membranes by electrical impedance spectroscopy. Separation and Purification Technology, 116823. https://"
10.2134/jeq2017.10.0398,"Zhang, T. Q., Zheng, Z. M., Lal, R., Lin, Z. Q., Sharpley, A. N., Shober, A. L., Smith, D., Tan, C. S., & Van Cappellen, P. (2018). Environmental Indicator Principium with Case References to Agricultural Soil, Water, and Air Quality and Model?Derived Indicators. Journal of environmental quality, 47(2), 191-202. https://"
10.1016/j.chemosphere.2018.10.210,"Zhang, X., Tang, S., Wang, M., Sun, W., Xie, Y., Peng, H., Zhong, A., Liu, H., Zhang, X., Yu, H., & Giesy, J. P. (2019). Acid mine drainage affects the diversity and metal resistance gene profile of sediment bacterial community along a river. Chemosphere, 217, 790-799. https://"
10.3390/s20010014,"Zhang, Y., Guo, T., & Xu, C. (2020). A Systematic Study on Transit Time and Its Impact on Accuracy of Concentration Measured by Microfluidic Devices. Sensors, 20(1), 14. https://"
10.5194/hess-24-655-2020,"Zhang, Z., Li, Y., Barlage, M., Chen, F., Miguez-Macho, G., Ireson, A., & Li, Z. (2020). Modeling groundwater responses to climate change in the Prairie Pothole Region. Hydrology and Earth System Sciences, 24(2), 655-672. https://"
10.1007/s00382-018-4508-5,"Zhang, Z., Li, Y., Chen, F., Barlage, M., & Li, Z. (2018). Evaluation of convection-permitting WRF CONUS simulation on the relationship between soil moisture and heatwaves. Climate Dynamics, 55(1), 235-252. https://"
10.1016/j.apsusc.2018.10.041,"Zhao, P., Qin, N., Ren, C. L., & Wen, J. Z. (2019a). Polyamide 6.6 separates oil/water due to its dual underwater oleophobicity/underoil hydrophobicity: Role of 2D and 3D porous structures. Applied Surface Science, 466, 282-288.   https://"
10.1016/j.apsusc.2019.03.152,"Zhao, P., Qin, N., Ren, C. L., & Wen, J. Z. (2019b). Surface modification of polyamide meshes and nonwoven fabrics by plasma etching and a PDA/cellulose coating for oil/water separation. Applied Surface Science, 481, 883-891.   https://"
10.1029/2019GL082749,"Zhou, Y., Sawyer, A. H., David, C. H., & Famiglietti, J. S. (2019). Fresh submarine groundwater discharge to the near?global coast. Geophysical Research Letters, 46(11), 5855-5863. https://"
10.1109/TGRS.2018.2848642,"Zhu, J., Tan, S., King, J., Derksen, C., Lemmetyinen, J., & Tsang, L. (2018). Forward and inverse radar modeling of terrestrial snow using SnowSAR data. IEEE Transactions on Geoscience and Remote Sensing, 56(12), 7122-7132. https://"
10.1021/acs.analchem.9b02789,"Zong, C., & Liu, J. (2019). The arsenic-binding aptamer cannot bind arsenic: critical evaluation of aptamer selection and binding. Analytical chemistry, 91(16), 10887-10893. https://"
10.1109/TGRS.2019.2893908,"Zwieback, S., & Berg, A. A. (2019). Fine-scale SAR soil moisture estimation in the subarctic tundra. IEEE Transactions on Geoscience and Remote Sensing, 57(7), 4898-4912. https://"
10.1029/2018WR023247,"Zwieback, S., Westermann, S., Langer, M., Boike, J., Marsh, P., & Berg, A. (2019). Improving permafrost modeling by assimilating remotely sensed soil moisture. Water Resources Research, 55(3), 1814-1832. https://"
10.1080/07900627.2018.1558050,"Abu, R., Reed, M.G., and Jardine, T.D. (Accepted). Demonstrating how to bridge science and indigenous knowledge to understand change in the Saskatchewan River Delta. International Journal of Water Resources Development. "
10.1016/j.scitotenv.2018.07.410,"Alcon, F., Tapsuwan, S., Brouwer, R., Yunes, M., Mounzer, O. and de-Miguel, M.D. (2019). Modelling farmer choices for water security measures in the Litana river basin in Lebanon. Science of the Total Environment, 647: 37-46. "
10.5194/HESS-23-3665-2019,"Almonte J, Stewart RE. 2019. Precipitation transition regions over the southern Canadian Cordillera during January–April 2010 and under a pseudo-global warming assumption. Hydrol. Earth Syst. Sci. (Conditionally Accepted)"
10.1016/J.APENERGY.2019.01.147,"Amjath-Babua, T.S., Sharmab, B., Brouwer, R., Rasulb, G., Wahide, S.M., Neupaneb, N., Bhattaraif, U. and Sieber, S. (2019). Integrated modelling of the impacts of hydropower projects on the waterfood-energy nexus in a transboundary Himalayan river basin. Applied Energy, 239: 494-503."
10.1016/J.APENERGY.2019.01.147,"Amjath-Babua, T.S., Sharmab, B., Brouwer, R., Rasulb, G., Wahide, S.M., Neupaneb, N., Bhattaraif, U. and Sieber, S. (2019). Integrated modelling of the impacts of hydropower projects on the waterfood-energy nexus in a transboundary Himalayan river basin. Applied Energy, 239: 494-503. i. The data used are listed in the references, figures, tables, and within the article."
10.1088/1748-9326/aa9ead,"Archibald, S., C.E.R. Lehmann, C.M. Belcher, W.J. Bond, R.A. Bradstock, A.L. Daniau, K.G. Dexter, E.J. Forrestel, M. Greve, T. He, S.I. Higgins, W.A. Hoffman, B.B. Lamont, D.J. Mcglinn, G.R. Moncreiff, C.P. Osborne, J.G. Pausas, O. Price, B.S. Ripley, B.M. Rogers, D.W. Schwilk, M.F. Simon, M.R. Turetsky, G.R. Van der Werf, A.E Zanne. (2018). Biological and geophysical feedbacks with fire in the Earth System. Environmental Research Letters. 13: 10.1088/1748-9326/aa9ead."
10.31817/10.31817/vjas.2019.2.3.04,"Asare E, Mantyka-Pringle C, Anderson, E, Belcher K, & Clark R. Quantifying Ecosystem Services for Agricultural Wetlands: A Global Review. Forthcoming"
10.5194/HESS-2018-122,"Asong, Z. E., Wheater, H. S., Bonsal, B., Razavi, S., & Kurkute, S., (2018), Historical drought patterns over Canada and their relation to teleconnections, Hydrology and Earth System Sciences, 22(6), 3105-3124."
10.1016/J.ENVSCI.2019.06.014,"Aziz T. and Van Cappellen, P. (2019). Comparative valuation of potential and realized ecosystem services in southern Ontario, Canada. Environmental Science and Policy. (Submitted and Under Review). i. Data will be published and a "
