title,author,abstract,url,pages,doi,bibkey,project
"Coherence of Radarsat-2, Sentinel-1, and ALOS-1 PALSAR for monitoring spatiotemporal variations of river ice covers","Zhaoqin Li, Karl–Erich Lindenschmidt, ",Monitoring spatiotemporal variations of river ice covers is critical for selecting safe ice transportation routes. The coherence of synthetic aperture radar (SAR) interferometry (InSAR) conveys imp...,G18-70001,11-25,10.1080/07038992.2018.1419424,Li-2018-Coherence,Integrated Modelling Program for Canada (IMPC)
Monitoring river ice cover development using the Freeman–Durden decomposition of quad-pol Radarsat-2 images,"Karl–Erich Lindenschmidt, Zhaoqin Li, ","The monitoring of river ice development is a crucial guidance indicator to establish safe crossings along river ice covers. This is the first study, based on our knowledge, to understand the interactions between river ice cover structures and radar signals and to further monitor ice development using C-band synthetic aperture radar images. The study was applied to the Slave River, Canada, using the Freeman–Durden decomposition of quad-pol C-band Radarsat-2 FQ14W images and ice core crystallography analysis. Results demonstrate that the combination of volume and surface scattering can be used to monitor ice cover development that cannot be interpreted from single polarization images, such as Radarsat-2 spotlight images used in this study. These results indicate that the decomposed quad-pol Radarsat-2 images can provide a more effective guide than the single-pol Radarsat-2 SLA images to select safe ice transportation routes. This decomposition approach can be extended to other snow and ice covered rivers.",G18-71001,1,10.1117/1.jrs.12.026014,Lindenschmidt-2018-Monitoring,Integrated Modelling Program for Canada (IMPC)
Reviews and syntheses: Changing ecosystem influences on soil thermal regimes in northern high-latitude permafrost regions,"M. M. Loranty, Benjamin W. Abbott, Daan Blok, Thomas A. Douglas, Howard E. Epstein, Bruce C. Forbes, Benjamin Jones, Alexander Kholodov, Heather Kropp, Avni Malhotra, Steven D. Mamet, Isla H. Myers‐Smith, Susan M. Natali, J. A. O’Donnell, Gareth K. Phoenix, A. V. Rocha, Oliver Sonnentag, Ken D. Tape, Donald A. Walker, ","Abstract. Soils in Arctic and boreal ecosystems store twice as much carbon as the atmosphere, a portion of which may be released as high-latitude soils warm. Some of the uncertainty in the timing and magnitude of the permafrost–climate feedback stems from complex interactions between ecosystem properties and soil thermal dynamics. Terrestrial ecosystems fundamentally regulate the response of permafrost to climate change by influencing surface energy partitioning and the thermal properties of soil itself. Here we review how Arctic and boreal ecosystem processes influence thermal dynamics in permafrost soil and how these linkages may evolve in response to climate change. While many of the ecosystem characteristics and processes affecting soil thermal dynamics have been examined individually (e.g., vegetation, soil moisture, and soil structure), interactions among these processes are less understood. Changes in ecosystem type and vegetation characteristics will alter spatial patterns of interactions between climate and permafrost. In addition to shrub expansion, other vegetation responses to changes in climate and rapidly changing disturbance regimes will affect ecosystem surface energy partitioning in ways that are important for permafrost. Lastly, changes in vegetation and ecosystem distribution will lead to regional and global biophysical and biogeochemical climate feedbacks that may compound or offset local impacts on permafrost soils. Consequently, accurate prediction of the permafrost carbon climate feedback will require detailed understanding of changes in terrestrial ecosystem distribution and function, which depend on the net effects of multiple feedback processes operating across scales in space and time.",G18-72001,5287-5313,10.5194/bg-15-5287-2018,Loranty-2018-Reviews,Northern Water Futures
"Comparison of Big‐Leaf, Two‐Big‐Leaf, and Two‐Leaf Upscaling Schemes for Evapotranspiration Estimation Using Coupled Carbon‐Water Modeling","Xiangzhong Luo, Jing M. Chen, Jane Liu, T. Andrew Black, Holly Croft, R. M. Staebler, Li He, M. Altaf Arain, Bin Chen, Gang Mo, Alemu Gonsamo, Harry McCaughey, ","Author(s): Luo, X; Chen, JM; Liu, J; Black, TA; Croft, H; Staebler, R; He, L; Arain, MA; Chen, B; Mo, G; Gonsamo, A; McCaughey, H | Abstract: Evapotranspiration (ET) is commonly estimated using the Penman-Monteith equation, which assumes that the plant canopy is a big leaf (BL) and the water flux from vegetation is regulated by canopy stomatal conductance (Gs). However, BL has been found to be unsuitable for terrestrial biosphere models built on the carbon-water coupling principle because it fails to capture daily variations of gross primary productivity (GPP). A two-big-leaf scheme (TBL) and a two-leaf scheme (TL) that stratify a canopy into sunlit and shaded leaves have been developed to address this issue. However, there is a lack of comparison of these upscaling schemes for ET estimation, especially on the difference between TBL and TL. We find that TL shows strong performance (r2n=n0.71, root-mean-square errorn=n0.05nmm/h) in estimating ET at nine eddy covariance towers in Canada. BL simulates lower annual ET and GPP than TL and TBL. The biases of estimated ET and GPP increase with leaf area index (LAI) in BL and TBL, and the biases of TL show no trends with LAI. BL miscalculates the portions of light-saturated and light-unsaturated leaves in the canopy, incurring negative biases in its flux estimation. TBL and TL showed improved yet different GPP and ET estimations. This difference is attributed to the lower Gs and intercellular CO2 concentration simulated in TBL compared to their counterparts in TL. We suggest to use TL for ET modeling to avoid the uncertainty propagated from the artificial upscaling of leaf-level processes to the canopy scale in BL and TBL.",G18-73001,207-225,10.1002/2017jg003978,Luo-2018-Comparison,Southern Forests Water Futures
Validation of the SMAP freeze/thaw product using categorical triple collocation,"Haobo Lyu, Kaighin A. McColl, Xinlu Li, Chris Derksen, Aaron Berg, T. A. Black, Eugénie Euskirchen, M. M. Loranty, Jouni Pulliainen, Kimmo Rautiainen, Tracy Rowlandson, Alexandre Roy, A. Royer, Alexandre Langlois, Jilmarie Stephens, Hui Lu, Dara Entekhabi, ","Abstract The landscape freeze/thaw (FT) state plays an important role in local, regional and global weather and climate, but is difficult to monitor. The Soil Moisture Active Passive (SMAP) satellite mission provides hemispheric estimates of landscape FT state at a spatial resolution of approximately 36 2  km 2 . Previous validation studies of SMAP and other satellite FT products have compared satellite retrievals with point estimates obtained from in-situ measurements of air and/or soil temperature. Differences between the two are attributed to errors in the satellite retrieval. However, significant differences can occur between satellite and in-situ estimates solely due to differences in scale between the measurements; these differences can be viewed as ‘representativeness errors’ in the in-situ product, caused by using a point estimate to represent a large-scale spatial average. Most previous validation studies of landscape FT state have neglected representativeness errors entirely, resulting in conservative estimates of satellite retrieval skill. In this study, we use a variant of triple collocation called ‘categorical triple collocation’ – a technique that uses model, satellite and in-situ estimates to obtain relative performance rankings of all three products, without neglecting representativeness errors – to validate the SMAP landscape FT product. Performance rankings are obtained for nine sites at northern latitudes. We also investigate differences between using air or soil temperatures to estimate FT state, and between using morning (6 AM) or evening (6 PM) estimates. Overall, at most sites, the SMAP product or in-situ FT measurement is ranked first, and the model FT product is ranked last (although rankings vary across sites). These results suggest SMAP is adding value to model simulations, providing higher-accuracy estimates of landscape FT states compared to models and, in some cases, even in-situ estimates, when representativeness errors are properly accounted for in the validation analysis.",G18-74001,329-337,10.1016/j.rse.2017.12.007,Lyu-2018-Validation,Transformative Sensor Technologies and Smart Watersheds for Canadian Water Futures
The role of groundwater discharge fluxes on Si:P ratios in a major tributary to Lake Erie,"Taylor Maavara, Stephanie Slowinski, Fereidoun Rezanezhad, K. J. Van Meter, Philippe Van Cappellen, ","Groundwater discharge can be a major source of nutrients to river systems. Although quantification of groundwater nitrate loading to streams is common, the dependence of surface water silicon (Si) and phosphorus (P) concentrations on groundwater sources has rarely been determined. Additionally, the ability of groundwater discharge to drive surface water Si:P ratios has not been contextualized relative to riverine inputs or in-stream transformations. In this study, we quantify the seasonal dynamics of Si and P cycles in the Grand River (GR) watershed, the largest Canadian watershed draining into Lake Erie, to test our hypothesis that regions of Si-rich groundwater discharge increase surface water Si:P ratios. Historically, both the GR and Lake Erie have been considered stoichiometrically P-limited, where the molar Si:P ratio is greater than the ~16:1 phytoplankton uptake ratio. However, recent trends suggest that eastern Lake Erie may be approaching Si-limitation. We sampled groundwater and surface water for dissolved and reactive particulate Si as well as total dissolved P for 12months within and downstream of a 50-km reach of high groundwater discharge. Our results indicate that groundwater Si:P ratios are lower than the corresponding surface water and that groundwater is a significant source of bioavailable P to surface water. Despite these observations, the watershed remains P-limited for the majority of the year, with localized periods of Si-limitation. We further find that groundwater Si:P ratios are a relatively minor driver of surface water Si:P, but that the magnitude of Si and P loads from groundwater represent a large proportion of the overall fluxes to Lake Erie.",G18-75001,814-824,10.1016/j.scitotenv.2017.12.024,Maavara-2018-The,Lake Futures: Enhancing Adaptive Capacity and Resilience of Lakes and their Watersheds
Water and energy fluxes over northern prairies as affected by chinook winds and winter precipitation,"Matthew K. MacDonald, John W. Pomeroy, Richard Essery, ","Abstract Chinooks are the North American variety of foehn: strong, warm and dry winds that descend lee mountain slopes. The strong wind speeds, high temperatures and substantial humidity deficits have been hypothesized to remove important prairie near-surface water storage from agricultural fields via evaporation, sublimation and blowing snow, as well as change the phase of near surface water via snowmelt and ground thaw. This paper presents observations of surface energy and water balances from eddy covariance instrumentation deployed at three open sites in southern Alberta, Canada during winter 2011–2012. Energy balances, snow and soil moisture budgets of three select chinook events were analysed in detail. These three events ranged in duration from two to nine days, and are representative of winter through early spring chinooks. Precipitation data from gauges and reanalyses (CaPA and ERA-interim) were used to assess water balances. Variations in precipitation and snowpacks caused the greatest differences in energy and water balances. Cumulative winter precipitation varied by a factor of two over the three sites: heaviest at the more northern site immediately east of the Rocky Mountains and lightest at the easternmost and southernmost site. The temporal progression of chinook-driven surface water loss is explained, beginning with strong blowing snow events through to evaporation of meltwater as snowpacks disappear. At the two sites with considerable winter precipitation and snowcover, large upward latent heat fluxes, often exceeding 100 W m−2, were driven by downward sensible heat fluxes but were unrelated to net radiation. Conversely, at the southernmost site with little snowcover, upward latent heat fluxes were much smaller (less than 50 W m−2) and were associated with periods of positive net radiation. Upward sensible heat fluxes during periods of positive net radiation were observed at this site throughout winter, but were not observed at the more northerly sites until March when the snowcovers ablated. Daily sublimation plus evaporation rates during chinooks at the sites with heaviest and lightest precipitation were 1.3–2.1 mm/day and 0.1–0.3 mm/day, respectively. Evaporation of soil water occurred while soils were partially to fully unfrozen in November. There was little change in soil water content between fall freeze-up and spring thaw (December through most of March), indicating that over-winter infiltration was balanced by soil water evaporation and both terms were likely to be small. Winter precipitation resulted in only 2% to 4% increases in near-surface water storage at the more northern sites with greater precipitation, whereas there was a net loss over winter at the southernmost site.",G18-76001,372-385,10.1016/j.agrformet.2017.10.025,MacDonald-2018-Water,SPADE: Storms and Precipitation Across the Continental Divide Experiment
"The spatial and temporal distribution of metals in an urban stream: A case study of the Don River in Toronto, Canada","Sannan Zahid Mansoor, Sana Louie, Ana T. Lima, Philippe Van Cappellen, Bruce MacVicar, ","Abstract Widespread growth of cities, the association of trace metals with urban runoff, and the potentially deleterious effect of metals on aquatic ecology have made it important to understand the distribution and transport of metals through surface water channel networks. The Don River in Toronto, Canada has been identified as an Area of Concern for pollution to Lake Ontario, with historically high levels of metal contamination. Sampling programs are sparse, therefore a model is needed to understand the spatial and temporal variability of metals in the river network. The objectives of the current study are to: i) describe the sampled spatial and temporal variability of metals in the Don River and ii) develop a modelling strategy to describe within flood metal transport dynamics. A model setup tool is developed that links Storm Water Management Model (SWMM) with the Environmental Fluid Dynamics Code (EFDC) to allow a seamless transition from catchment hydrology to in-stream hydraulic and chemical processes. Results show that lead pollution in the Don River is decreasing, likely as a result of policy changes and sediment dredging in the mouth of the river. However, zinc and copper pollution are increasingly problematic, with copper exceeding recommended lower guidelines, particularly during floods. Model results confirm that most of the sediment and metals are transported in relatively short bursts within longer flood durations and are stored in depositional hotspots within the Lower Don River. A better monitoring strategy is needed to understand and more accurately parametrize these processes in an urban river system.",G18-77001,1314-1326,10.1016/j.jglr.2018.08.010,Mansoor-2018-The,Linking Stream Network Process Models to Robust Data Management Systems for the Purpose of Land-Use Decision Support
Multi-objective unstructured triangular mesh generation for use in hydrological and land surface models,"Christopher B. Marsh, Raymond J. Spiteri, John W. Pomeroy, H. S. Wheater, ","Abstract Unstructured triangular meshes are an efficient and effective landscape representation that are suitable for use in distributed hydrological and land surface models. Their variable spatial resolution provides similar spatial performance to high-resolution structured grids while using only a fraction of the number of elements. Many existing triangulation methods either sacrifice triangle quality to introduce variable resolution or maintain well-formed uniform meshes at the expense of variable triangle resolution. They are also generally constructed to only fulfil topographic constraints. However, distributed hydrological and land surface models require triangles of varying resolution to provide landscape representations that accurately represent the spatial heterogeneity of driving meteorology, physical parameters and process operation in the simulation domain. As such, mesh generators need to constrain the unstructured mesh to not only topography but to other important surface and sub-surface features. This work presents novel multi-objective unstructured mesh generation software that allows mesh generation to be constrained to an arbitrary number of important features while maintaining a variable spatial resolution. Triangle quality is supported as well as a smooth gradation from small to large triangles. Including these additional constraints results in a better representation of spatial heterogeneity than from classic topography-only constraints.",G18-78001,49-67,10.1016/j.cageo.2018.06.009,Marsh-2018-Multi-objective,Boreal Water Futures: Canada’s Boreal Wildlands-Society-Water Nexus
Prioritizing recovery funding to maximize conservation of endangered species,"Tara G. Martin, Laura Kehoe, Chrystal Mantyka‐Pringle, Iadine Chadès, Scott Wilson, Robin G. Bloom, Stephen K. Davis, Ryan J. Fisher, Jeff Keith, Katherine R. Mehl, Beatriz Prieto Diaz, Mark Wayland, Troy I. Wellicome, Karl P. Zimmer, Paul A. Smith, ","The absence of a rigorous mechanism for prioritizing investment in endangered species management is a major implementation hurdle affecting recovery. Here, we present a method for prioritizing strategies for endangered species management based on the likelihood of achieving species' recovery goals per dollar invested. We demonstrate our approach for 15 species listed under Canada's Species at Risk Act that co-occur in Southwestern Saskatchewan. Without management, only two species have >50% probability of meeting recovery objectives; whereas, with management, 13 species exceed the >50% threshold with the implementation of just five complementary strategies at a cost of $126m over 20 years. The likelihood of meeting recovery objectives rarely exceeded 70% and two species failed to reach the >50% threshold. Our findings underscore the need to consider the cost, benefit, and feasibility of management strategies when developing recovery plans in order to prioritize implementation in a timely and cost-effective manner.",G18-79001,e12604,10.1111/conl.12604,Martin-2018-Prioritizing,Prairie Water: Enhancing resilience of Prairie communities through sustainable water management
Projecting groundwater storage changes in California’s Central Valley,"Elias Massoud, A. J. Purdy, Michelle E. Miro, J. S. Famiglietti, ","Accurate and detailed knowledge of California's groundwater is of paramount importance for statewide water resources planning and management, and to sustain a multi-billion-dollar agriculture industry during prolonged droughts. In this study, we use water supply and demand information from California's Department of Water Resources to develop an aggregate groundwater storage model for California's Central Valley. The model is evaluated against 34 years of historic estimates of changes in groundwater storage derived from the United States Geological Survey's Central Valley Hydrologic Model (USGS CVHM) and NASA's Gravity Recovery and Climate Experiment (NASA GRACE) satellites. The calibrated model is then applied to predict future changes in groundwater storage for the years 2015-2050 under various precipitation scenarios from downscaled climate projections. We also discuss and project potential management strategies across different annual supply and demand variables and how they affect changes in groundwater storage. All simulations support the need for collective statewide management intervention to prevent continued depletion of groundwater availability.",G18-80001,,10.1038/s41598-018-31210-1,Massoud-2018-Projecting,Others
Trends in the Timing and Magnitude of Ice-Jam Floods in Canada,"Prabin Rokaya, Sujata Budhathoki, Karl–Erich Lindenschmidt, ","Ice-jam floods (IJFs) are important hydrological and hydraulic events in the northern hemisphere that are of major concern for citizens, authorities, insurance companies and government agencies. In recent years, there have been advances in assessing and quantifying climate change impacts on river ice processes, however, an understanding of climate change and regulation impacts on the timing and magnitude of IJFs remains limited. This study presents a global overview of IJF case studies and discusses IJF risks in North America, one of the most IJF prone regions according to literature. Then an assessment of shifts in the timing and magnitude of IJFs in Canada is presented analyzing flow data from 1107 hydrometric stations across Canada for the period from 1903 to 2015. The analyses show clear signals of climate change and regulation impacts in the timing and magnitude of IJFs, particularly in small basins.",G18-80002,,10.1038/s41598-018-24057-z,Rokaya-2018-Trends,Integrated Modelling Program for Canada (IMPC)
Dielectric characterization of vegetation at L band using an open-ended coaxial probe,"Alex Mavrovic, Alexandre Roy, A. Royer, Bilal Filali, F.R. Boone, Christoforos Pappas, Oliver Sonnentag, ","Abstract. Decoupling the integrated microwave signal originating from soil and vegetation remains a challenge for all microwave remote sensing applications. To improve satellite and airborne microwave data products in forest environments, a precise and reliable estimation of the relative permittivity (ε=ε′-iε′′) of trees is required. We developed an open-ended coaxial probe suitable for in situ permittivity measurements of tree trunks at L-band frequencies (1–2 GHz). The probe is characterized by uncertainty ratios under 3.3 % for a broad range of relative permittivities (unitless), [2–40] for ε′ and [0.1–20] for ε′′. We quantified the complex number describing the permittivity of seven different tree species in both frozen and thawed states: black spruce, larch, red spruce, balsam fir, red pine, aspen and black cherry. Permittivity variability is substantial and can range up to 300 % for certain species. Our results show that the permittivity of wood is linked to the freeze–thaw state of vegetation and that even short winter thaw events can lead to an increase in vegetation permittivity. The open-ended coaxial probe proved to be precise enough to capture the diurnal cycle of water storage inside the trunk for the length of the growing season.",G18-81001,195-208,10.5194/gi-7-195-2018,Mavrovic-2018-Dielectric,Northern Water Futures
Delineating boreal plains bog margin ecotones across hydrogeological settings for wildfire risk management,"Kristyn M. Mayner, Paul A. Moore, Sophie Wilkinson, Richard M. Petrone, J. M. Waddington, ","Canada’s Boreal Plains peatland vegetation species assemblages are characterized by their functional ecosystem roles and feedbacks, which are important for carbon and water storage in a sub-humid climate. The vegetation communities at the peatland-upland interface, or the peatland margin ecotone, have not been extensively delineated or characterized as a distinct ecotone. Because these ecotones constitute a smouldering “hotspot” during wildfire, with carbon loss from these margins accounting for 50–90% of total peatland carbon loss, their delineation is critical. Post-fire, areas of severe peat smouldering have previously been shown to undergo shifts in vegetation community composition, resulting in a loss of key peatland ecohydrological functions. The aim of this study was to delineate Boreal Plains peatland margin ecotones and assess their prevalence across the landscape. Using split moving window analysis on vegetation transect data from a chronosequence of study sites, the margin ecotones were delineated at sites having different times since fire. No significant differences were identified in margin width over time or margin peat depths across hydrogeological settings. However, with peat depths of up to 2.46 m in small peatlands characteristic of moraine and glaciofluvial deposits, vulnerable margin peat has been demonstrated to represent a significant carbon store. Fire managers employing peatland fuel treatments for wildfire abatement and community protection should consider these confined peatlands more carefully to mitigate catastrophic carbon losses. Further, we suggest that a greater understanding is needed of the roles of peatland margin ecotones in sustaining peatland autogenic feedback mechanisms that promote paludification and recovery following wildfire.",G18-82001,1037-1046,10.1007/s11273-018-9636-5,Mayner-2018-Delineating,Boreal Water Futures: Canada’s Boreal Wildlands-Society-Water Nexus
Influence of seasonal temperature on tree-ring δ13C in different-aged temperate pine forests,"Shawn McKenzie, G. F. Slater, Sang‐Tae Kim, Michael F. J. Pisaric, M. Altaf Arain, ","Abstract Tree growth rings from three specimens in two different aged (14- and 77-year old) white pine plantation forests were analyzed for stable carbon isotope ratios to identify both short- and long-term variations in physiological response to changing environmental conditions. Three isotopic (δ13Ccorr) time series records were constructed from whole wood samples extracted from paths parallel to the growth rings in each forest. These δ13Ccorr records were corrected for the long-term anthropogenically induced CO2 and compared to historical climate (temperature, precipitation) data from 1935 to 2016. High resolution inter-annual variations in trees in each stand displayed similar intra-annual cycles in δ13Ccorr, demonstrating the seasonal physiological response of these forests to environmental stressors. In both stands, growing season temperature acted as a significant control (p",G18-83001,197-205,10.1016/j.foreco.2018.03.042,McKenzie-2018-Influence,Southern Forests Water Futures
Impacts of wastewater treatment plant effluent on energetics and stress response of rainbow darter (Etheostoma caeruleum) in the Grand River watershed,"Hossein Mehdi, Fiona H. Dickson, Leslie M. Bragg, Mark R. Servos, Paul M. Craig, ","The objective of this study was to assess the effects of municipal wastewater treatment plant effluent on the energetics and stress response of rainbow darter (Etheostoma caeruleum). Male and female rainbow darter were collected upstream and downstream of the Waterloo WWTP in the Grand River watershed, ON, Canada. To assess the effects of wastewater treatment plant effluent on whole-body and tissue specific metabolic capacity, closed-chamber respirometry and muscle-enzyme activity analyses were performed. Plasma cortisol was also collected from fish before and after an acute air-exposure stressor to evaluate the cortisol stress response in fish exposed to additional stressors. Male and female rainbow darter collected downstream of the effluent had higher oxygen consumption rates, while differences in enzyme activities were primarily associated with sex rather than collection site. No impairment in the cortisol stress response between downstream and upstream fish was observed, however baseline cortisol levels in female fish from the downstream site were significantly higher compared to other baseline groups. Stress-induced cortisol levels were also higher in female fish from both sites when compared to their male counterparts. Overall, this study demonstrates that chronic exposure to WWTP effluent impacts whole-body metabolic performance. This study was also able to demonstrate that sex-differences are a key determinant of various metabolic changes in response to physiological stress, thereby, providing a novel avenue to be considered and further explored.",G18-84001,270-279,10.1016/j.cbpb.2017.11.011,Mehdi-2018-Impacts,Linking Multiple Stressors to Adverse Ecological Responses Across Watersheds
Impacts of droughts and extreme-temperature events on gross primary production and ecosystem respiration: a systematic assessment across ecosystems and climate zones,"J. von Buttlar, Jakob Zscheischler, Anja Rammig, Sebastian Sippel, Markus Reichstein, Alexander Knohl, Martin Jung, Olaf Menzer, M. Altaf Arain, Nina Buchmann, Alessandro Cescatti, Damiano Gianelle, Gérard Kiely, B. E. Law, Vincenzo Magliulo, Hank A. Margolis, Harry McCaughey, Lutz Merbold, Mirco Migliavacca, Leonardo Montagnani, Walter C. Oechel, Marián Pavelka, Matthias Peichl, Serge Rambal, A. Raschi, Russell L. Scott, Francesco Primo Vaccari, Eva van Gorsel, Andrej Varlagin, Georg Wohlfahrt, Miguel D. Mahecha, ","Abstract. Extreme climatic events, such as droughts and heat stress, induce anomalies in ecosystem–atmosphere CO2 fluxes, such as gross primary production (GPP) and ecosystem respiration (Reco), and, hence, can change the net ecosystem carbon balance. However, despite our increasing understanding of the underlying mechanisms, the magnitudes of the impacts of different types of extremes on GPP and Reco within and between ecosystems remain poorly predicted. Here we aim to identify the major factors controlling the amplitude of extreme-event impacts on GPP, Reco, and the resulting net ecosystem production (NEP). We focus on the impacts of heat and drought and their combination. We identified hydrometeorological extreme events in consistently downscaled water availability and temperature measurements over a 30-year time period. We then used FLUXNET eddy covariance flux measurements to estimate the CO2 flux anomalies during these extreme events across dominant vegetation types and climate zones. Overall, our results indicate that short-term heat extremes increased respiration more strongly than they downregulated GPP, resulting in a moderate reduction in the ecosystem's carbon sink potential. In the absence of heat stress, droughts tended to have smaller and similarly dampening effects on both GPP and Reco and, hence, often resulted in neutral NEP responses. The combination of drought and heat typically led to a strong decrease in GPP, whereas heat and drought impacts on respiration partially offset each other. Taken together, compound heat and drought events led to the strongest C sink reduction compared to any single-factor extreme. A key insight of this paper, however, is that duration matters most: for heat stress during droughts, the magnitude of impacts systematically increased with duration, whereas under heat stress without drought, the response of Reco over time turned from an initial increase to a downregulation after about 2 weeks. This confirms earlier theories that not only the magnitude but also the duration of an extreme event determines its impact. Our study corroborates the results of several local site-level case studies but as a novelty generalizes these findings on the global scale. Specifically, we find that the different response functions of the two antipodal land–atmosphere fluxes GPP and Reco can also result in increasing NEP during certain extreme conditions. Apparently counterintuitive findings of this kind bear great potential for scrutinizing the mechanisms implemented in state-of-the-art terrestrial biosphere models and provide a benchmark for future model development and testing.",G18-85001,1293-1318,10.5194/bg-15-1293-2018,von Buttlar-2018-Impacts,Others
Downscaling GRACE Remote Sensing Datasets to High-Resolution Groundwater Storage Change Maps of California’s Central Valley,"Michelle E. Miro, J. S. Famiglietti, ","NASA’s Gravity Recovery and Climate Experiment (GRACE) has already proven to be a powerful data source for regional groundwater assessments in many areas around the world. However, the applicability of GRACE data products to more localized studies and their utility to water management authorities have been constrained by their limited spatial resolution (~200,000 km2). Researchers have begun to address these shortcomings with data assimilation approaches that integrate GRACE-derived total water storage estimates into complex regional models, producing higher-resolution estimates of hydrologic variables (~2500 km2). Here we take those approaches one step further by developing an empirically based model capable of downscaling GRACE data to a high-resolution (~16 km2) dataset of groundwater storage changes over a portion of California’s Central Valley. The model utilizes an artificial neural network to generate a series of high-resolution maps of groundwater storage change from 2002 to 2010 using GRACE estimates of variations in total water storage and a series of widely available hydrologic variables (PRISM precipitation and temperature data, digital elevation model (DEM)-derived slope, and Natural Resources Conservation Service (NRCS) soil type). The neural network downscaling model is able to accurately reproduce local groundwater behavior, with acceptable Nash-Sutcliffe efficiency (NSE) values for calibration and validation (ranging from 0.2445 to 0.9577 and 0.0391 to 0.7511, respectively). Ultimately, the model generates maps of local groundwater storage change at a 100-fold higher resolution than GRACE gridded data products without the use of computationally intensive physical models. The model’s simulated maps have the potential for application to local groundwater management initiatives in the region.",G18-86001,143,10.3390/rs10010143,Miro-2018-Downscaling,Others
A framework for quantifying sustainable yield under California’s Sustainable Groundwater Management Act (SGMA),"Michelle E. Miro, J. S. Famiglietti, ","In California, new groundwater legislation—the 2014 Sustainable Groundwater Management Act (SGMA)—mandates that groundwater sustainability agencies (GSAs) employ the concept of sustainable yield as their primary management goal. However, SGMA’s current definition of sustainable yield does not offer clear guidance for new agencies and lacks grounding in physics. This study presents a novel hydrologically based framework for quantifying sustainable yield under SGMA that is derived from a synthesis of scientific inquiry and analysis. We introduce a flexible three-step approach that basin managers can rely on to quantify sustainable yield values, incorporate the impact of “undesirable results”, and analyze groundwater sustainability over SGMA’s implementation horizon. Our framework is illustrated through a case study of the South San Joaquin Irrigation District, a proposed GSA in one of California’s critically overdrafted groundwater basins. We calculate sustainable yield for three different management scenarios and assess the impact of each scenario on future groundwater sustainability by performing an annual water groundwater balance through 2040. Our sustainable yield framework can be used as a basis for the development of SGMA’s groundwater management plans throughout California.",G18-87001,1165-1177,10.1007/s40899-018-0283-z,Miro-2018-A,Others
"Snowmelt Infiltration and Macropore Flow in Frozen Soils: Overview, Knowledge Gaps, and a Conceptual Framework","Aaron A. Mohammed, Barret L. Kurylyk, Edwin E. Cey, Masaki Hayashi, ",Review highlights the hydrological importance of macropore flow in frozen soils. Governing flow mechanisms and infiltration and refreezing dynamics are discussed. Research is needed to integrate macropore flow and soil freeze–thaw theory. Dual‐domain models of macropore flow should be adapted to frozen ground. A conceptual framework for modeling frozen macroporous soils is proposed.,G18-88001,1-15,10.2136/vzj2018.04.0084,Mohammed-2018-Snowmelt,Prairie Water: Enhancing resilience of Prairie communities through sustainable water management
A Coupled Soil Water Balance Model for Simulating Depression‐Focused Groundwater Recharge,"Saskia Noorduijn, Masaki Hayashi, Getachew Adem Mohammed, Aaron A. Mohammed, ",Ephemeral ponds in depressions are the foci of groundwater recharge in the Canadian Prairies. Freeze–thaw processes influence snowmelt runoff and depression‐focused recharge. A new water balance model was developed to represent these processes. The water balance model successfully simulated the observed soil processes. This model will provide a tool to estimate recharge in the prairie landscape.,G18-88002,1-14,10.2136/vzj2017.10.0176,Noorduijn-2018-A,Prairie Water: Enhancing resilience of Prairie communities through sustainable water management
Improving revisitation in long documents with two-level artificial-landmark scrollbars,"Ehsan Sotoodeh Mollashahi, Md. Sami Uddin, Carl Gutwin, ","Document readers with linear navigation controls do not work well when users need to navigate to previously-visited locations, particularly when documents are long. Existing solutions - bookmarks, search, history, and read wear - are valuable but limited in terms of effort, clutter, and interpretability. In this paper, we investigate artificial landmarks as a way to improve support for revisitation in long documents - inspired by visual augmentations seen in physical books such as coloring on page edges or indents cut into pages. We developed several artificial-landmark visualizations that can represent locations even in documents that are many hundreds of pages long, and tested them in studies where participants visited multiple locations in long documents. Results show that providing two columns of landmark icons led to significantly better performance and user preference. Artificial landmarks provide a new mechanism to build spatial memory of long documents - and can be used either alone or with existing techniques like bookmarks, read wear, and search.",G18-89001,,10.1145/3206505.3206554,Mollashahi-2018-Improving,Integrated Modelling Program for Canada (IMPC)
