title,author,abstract,url,pages,doi,bibkey,project
Assessment of Extremes in Global Precipitation Products: How Reliable Are They?,"Chandra Rupa Rajulapati, S. Papalexiou, Martyn P. Clark, Saman Razavi, Guoqiang Tang, John W. Pomeroy, ","Abstract Global gridded precipitation products have proven essential for many applications ranging from hydrological modeling and climate model validation to natural hazard risk assessment. They provide a global picture of how precipitation varies across time and space, specifically in regions where ground-based observations are scarce. While the application of global precipitation products has become widespread, there is limited knowledge on how well these products represent the magnitude and frequency of extreme precipitation—the key features in triggering flood hazards. Here, five global precipitation datasets (MSWEP, CFSR, CPC, PERSIANN-CDR, and WFDEI) are compared to each other and to surface observations. The spatial variability of relatively high precipitation events (tail heaviness) and the resulting discrepancy among datasets in the predicted precipitation return levels were evaluated for the time period 1979–2017. The analysis shows that 1) these products do not provide a consistent representation of the behavior of extremes as quantified by the tail heaviness, 2) there is strong spatial variability in the tail index, 3) the spatial patterns of the tail heaviness generally match the Köppen–Geiger climate classification, and 4) the predicted return levels for 100 and 1000 years differ significantly among the gridded products. More generally, our findings reveal shortcomings of global precipitation products in representing extremes and highlight that there is no single global product that performs best for all regions and climates.",G20-70001,2855-2873,10.1175/jhm-d-20-0040.1,Rajulapati-2020-Assessment,Paradigm Shift in Downscaling Climate Model Projections: Building Models and Tools to Advance Climate Change Research in Cold Regions
"Linking testate amoeba assemblages to paleohydrology and ecosystem function in Holocene peat records from the Hudson Bay Lowlands, Ontario, Canada","David Bysouth, Sarah A. Finkelstein, ","Peat cores from boreal bog and fen sites in the Hudson Bay Lowlands of Northern Ontario, Canada, were analysed to calculate Holocene carbon accumulation rates, and to show how testate amoeba taxonomic assemblages, inferred depths to water table, and four morpho-traits that may be linked to function (mixotrophy, aperture size, aperture position, and biovolume) changed since peatland initiation. Carbon accumulation rates were on average higher for the Holocene in the fen record (19.4 g C m −2 yr −1 ) in comparison with the bog record (15.7 g C m −2 yr −1 ), which underwent a fen-to-bog transition around 6900 cal yr BP. Changes in rates of carbon accumulation were most strongly driven by changes in rates of peat vertical accretion, with more rapid rates in the fen record. Carbon accumulation rates were highest following peatland initiation when reconstructed water tables were highest, and in the late Holocene, when water table positions were variable. Taxa with larger biovolumes and apertures were generally more abundant when reconstructed water tables were higher, most notably following peatland initiation. Mixotrophic taxa were more prevalent in drier conditions and in the bog record. Changing frequencies of morpho-traits suggest that testate amoebae may occupy a higher trophic position in the microbial food web during wetter periods, signaling the possibility of internal feedbacks between peatland ecohydrology and critical ecosystem functions including long-term carbon accumulation.",G20-72001,457-468,10.1177/0959683620972792,Bysouth-2020-Linking,Northern Water Futures
Strengthening Sustainable Northern Food Systems: Federal Policy Constraints and Potential Opportunities,"Amanda Wilson, Charles Z. Levkoe, Peter Andrée, Kelly Skinner, Andrew Spring, Sonia Wesche, Tracey Galloway, ","This paper explores how Canadian federal policy and frameworks can better support community-based initiatives to reduce food insecurity and build sustainable food systems in the North. Through an examination of the current state of food systems infrastructure, transportation, harvest, and production in the Yukon, Northwest Territories, Nunavut, Nunavik, and Nunatsiavut, we argue in favour of a multi-sector approach that supports diversified food systems, including traditional/country food production and distribution, in a way that values and prioritizes community-led initiatives and Indigenous peoples’ self-determination and self-governance. The challenge of developing sustainable, northern food systems requires made-in-the-North solutions that are attuned to cultural, geographic, environmental, and political contexts. Recent policy developments suggest some progress in this direction, however much more work is needed. Ultimately, sustainable northern food systems must be defined by and for Northerners at community, local, and regional levels, with particular attention paid to treaty rights and the right to self-determination of First Nations and other Indigenous communities.",G20-73001,292-311,10.14430/arctic70869,Wilson-2020-Strengthening,Northern Water Futures
Using Boundary Objects to Co-Create Community Health and Water Knowledge with Community-Based Medical Anthropology and Indigenous Knowledge,"Sarah Duignan, Tina Moffat, Dawn Martin-Hill, ","This article explores how Indigenous Knowledge and medical anthropology can co-construct community health knowledge through boundary work and the use of boundary objects. It will highlight how community-based participatory research (CBPR) in medical anthropology can help co-develop methods and strategies with Indigenous research partners to assess the human health impact of the First Nations water crisis. We draw on a case study of our community-based approach to health research with Six Nations of the Grand River First Nation community stakeholders and McMaster University researchers. We highlight how framing a co-constructed health survey as a boundary object can create dialogical space for Indigenous and western academic pedagogies and priorities. We also explore how this CBPR anthropology approach, informed by Indigenous Knowledge, allows for deeper foundations of culturally centered health to guide our work in identifying current and future community health needs concerning these ongoing water contamination and access issues. Through three health survey versions, priorities and research questions shifted and expanded to suit growing community health priorities. This led to collaborative action to communicate specific messages around water contamination and access across governance, community, and institutional boundaries. We demonstrate how our co-constructed approach and boundary work allows for the respectful and reciprocal development of these long-term research partnerships and works in solidarity with the Two-Row Wampum (Kaswentha) treaty established by the Haudenosaunee Nation and European settler nations.",G20-74001,49-76,10.15402/esj.v6i1.68178,Duignan-2020-Using,Co-Creation of Indigenous Water Quality Tools
Advancing Field-Based GNSS Surveying for Validation of Remotely Sensed Water Surface Elevation Products,"L. H. Pitcher, L. C. Smith, S. W. Cooley, Annie Zaino, R. L. Carlson, Joseph L. Pettit, C. J. Gleason, J. T. Minear, Jessica V. Fayne, M. J. Willis, J. S. Hansen, Kelly Easterday, M. Harlan, Theodore Langhorst, S. Topp, Wayana Dolan, E. D. Kyzivat, A. Pietroniro, Philip Marsh, Daqing Yang, Thomas Carter, C. Onclin, Nasim Hosseini, Evan J. Wilcox, Daniel Medéiros Moreira, Muriel Bergé-Nguyen, Jean-François Crétaux, T. Pavelsky, ","To advance monitoring of surface water resources, new remote sensing technologies including the forthcoming Surface Water and Ocean Topography (SWOT) satellite (expected launch 2022) and its experimental airborne prototype AirSWOT are being developed to repeatedly map water surface elevation (WSE) and slope (WSS) of the world’s rivers, lakes, and reservoirs. However, the vertical accuracies of these novel technologies are largely unverified; thus, standard and repeatable field procedures to validate remotely sensed WSE and WSS are needed. To that end, we designed, engineered, and operationalized a Water Surface Profiler (WaSP) system that efficiently and accurately surveys WSE and WSS in a variety of surface water environments using Global Navigation Satellite Systems (GNSS) time-averaged measurements with Precise Point Positioning corrections. Here, we present WaSP construction, deployment, and a data processing workflow. We demonstrate WaSP data collections from repeat field deployments in the North Saskatchewan River and three prairie pothole lakes near Saskatoon, Saskatchewan, Canada. We find that WaSP reproducibly measures WSE and WSS with vertical accuracies similar to standard field survey methods [WSE root mean squared difference (RMSD) ∼8 cm, WSS RMSD ∼1.3 cm/km] and that repeat WaSP deployments accurately quantify water level changes (RMSD ∼3 cm). Collectively, these results suggest that WaSP is an easily deployed, self-contained system with sufficient accuracy for validating the decimeter-level expected accuracies of SWOT and AirSWOT. We conclude by discussing the utility of WaSP for validating airborne and spaceborne WSE mappings, present 63 WaSP in situ lake WSE measurements collected in support of NASA’s Arctic-Boreal and Vulnerability Experiment, highlight routine deployment in support of the Lake Observation by Citizen Scientists and Satellites project, and explore WaSP utility for validating a novel GNSS interferometric reflectometry LArge Wave Warning System.",G20-76001,,10.3389/feart.2020.00278,Pitcher-2020-Advancing,Northern Water Futures
"Evapotranspiration and Precipitation over Pasture and Soybean Areas in the Xingu River Basin, an Expanding Amazonian Agricultural Frontier","Gabriel de Oliveira, Jing M. Chen, Guilherme Augusto Verola Mataveli, Michel Eustáquio Dantas Chaves, J. N. K. Rao, Marcelo Sternberg, Thiago V. dos Santos, Carlos Antônio Costa dos Santos, ","The conversion from primary forest to agriculture drives widespread changes that have the potential to modify the hydroclimatology of the Xingu River Basin. Moreover, climate impacts over eastern Amazonia have been strongly related to pasture and soybean expansion. This study carries out a remote-sensing, spatial-temporal approach to analyze inter- and intra-annual patterns in evapotranspiration (ET) and precipitation (PPT) over pasture and soybean areas in the Xingu River Basin during a 13-year period. We used ET estimates from the Moderate Resolution Imaging Spectroradiometer (MODIS) and PPT estimates from the Tropical Rainfall Measurement Mission (TRMM) satellite. Our results showed that the annual average ET in the pasture was ~20% lower than the annual average in soybean areas. We show that PPT is notably higher in the northern part of the Xingu River Basin than the drier southern part. ET, on the other hand, appears to be strongly linked to land-use and land-cover (LULC) patterns in the Xingu River Basin. Lower annual ET averages occur in southern areas where dominant LULC is savanna, pasture, and soybean, while more intense ET is observed over primary forests (northern portion of the basin). The primary finding of our study is related to the fact that the seasonality patterns of ET can be strongly linked to LULC in the Xingu River Basin. Further studies should focus on the relationship between ET, gross primary productivity, and water-use efficiency in order to better understand the coupling between water and carbon cycling over this expanding Amazonian agricultural frontier.",G20-78001,1112,10.3390/agronomy10081112,de Oliveira-2020-Evapotranspiration,Southern Forests Water Futures
Freshness Monitoring of Packaged Vegetables,"Heba Beshai, Gursimran K. Sarabha, Pranali Rathi, Arif Ul Alam, M. Jamal Deen, ","Smart packaging is an emerging technology that has a great potential in solving conventional food packaging problems and in meeting the evolving packaged vegetables market needs. The advantages of using such a system lies in extending the shelf life of products, ensuring the safety and the compliance of these packages while reducing the food waste; hence, lessening the negative environmental impacts. Many new concepts were developed to serve this purpose, especially in the meat and fish industry with less focus on fruits and vegetables. However, making use of these evolving technologies in packaging of vegetables will yield in many positive outcomes. In this review, we discuss the new technologies and approaches used, or have the potential to be used, in smart packaging of vegetables. We describe the technical aspects and the commercial applications of the techniques used to monitor the quality and the freshness of vegetables. Factors affecting the freshness and the spoilage of vegetables are summarized. Then, some of the technologies used in smart packaging such as sensors, indicators, and data carriers that are integrated with sensors, to monitor and provide a dynamic output about the quality and safety of the packaged produce are discussed. Comparison between various intelligent systems is provided followed by a brief review of active packaging systems. Finally, challenges, legal aspects, and limitations facing this smart packaging industry are discussed together with outlook and future improvements.",G20-79001,7937,10.3390/app10217937,Beshai-2020-Freshness,Sensors and Sensing Systems for Water Quality Monitoring
Impacts on Metabolism and Gill Physiology of Darter Species (Etheostoma spp.) That Are Attributed to Wastewater Effluent in the Grand River,"Rhiannon Hodgson, Leslie M. Bragg, Hadi A. Dhiyebi, Mark R. Servos, Paul M. Craig, ","The effluent from municipal wastewater treatment plants is a major point source of contamination in Canadian waterways. The improvement of effluent quality to reduce contaminants, such as pharmaceuticals and personal care products, before being released into the environment is necessary to reduce the impacts on organisms that live in the river downstream. Here, we aimed to characterize the metabolic and gill physiological responses of rainbow (Etheostoma caeruleum), fantail (Etheostoma flabellare), and greenside (Etheostoma blennioides) darters to the effluent in the Grand River from the recently upgraded Waterloo municipal wastewater treatment plant. The routine metabolism of darters was not affected by effluent exposure, but some species had increased maximum metabolic rates, leading to an increased aerobic scope. The rainbow darter aerobic scope increased by 2.2 times and the fantail darter aerobic scope increased by 2.7 times compared to the reference site. Gill samples from effluent-exposed rainbow darters and greenside darters showed evidence of more pathologies and variations in morphology. These results suggest that darters can metabolically adjust to effluent-contaminated water and may also be adapting to the urban and agricultural inputs. The modification and damage to the gills provide a useful water quality indicator but does not necessarily reflect how well acclimated the species is to the environment due to a lack of evidence of poor fish health.",G20-80001,8364,10.3390/app10238364,Hodgson-2020-Impacts,Linking Multiple Stressors to Adverse Ecological Responses Across Watersheds
Snow Impurities in the Central Pyrenees: From Their Geochemical and Mineralogical Composition towards Their Impacts on Snow Albedo,"Jorge Pey, Jesús Revuelto, Natàlia Moreno, Esteban Alonso‐González, Miguel Bartolomé, Jesús Reyes, Simon Gascoin, Juan I. López‐Moreno, ","The aim of this work is to understand aerosol transfers to the snowpack in the Spanish Pyrenees (Southern Europe) by determining their episodic mass-loading and composition, and to retrieve their regional impacts regarding optical properties and modification of snow melting. Regular aerosol monitoring has been performed during three consecutive years. Complementarily, short campaigns have been carried out to collect dust-rich snow samples. Atmospheric samples have been chemically characterized in terms of elemental composition and, in some cases, regarding their mineralogy. Snow albedo has been determined in different seasons along the campaign, and temporal variations of snow-depth from different observatories have been related to concentration of impurities in the snow surface. Our results noticed that aerosol flux in the Central Pyrenees during cold seasons (from November to May, up to 12–13 g m−2 of insoluble particles overall accumulated) is much higher than the observed during the warm period (from June to October, typically around 2.1–3.3 g m−2). Such high values observed during cold seasons were driven by the impact of severe African dust episodes. In absence of such extreme episodes, aerosol loadings in cold and warm season appeared comparable. Our study reveals that mineral dust particles from North Africa are a major driver of the aerosol loading in the snowpack in the southern side of the Central Pyrenees. Field data revealed that the heterogeneous spatial distribution of impurities on the snow surface led to differences close to 0.2 on the measured snow albedo within very short distances. Such impacts have clear implications for modelling distributed energy balance of snow and predicting snow melting from mountain headwaters.",G20-81001,937,10.3390/atmos11090937,Pey-2020-Snow,Others
Response of Soil CO2 Efflux to Shelterwood Harvesting in a Mature Temperate Pine Forest,"Robin Thorne, Myroslava Khomik, Emily Hayman, M. Altaf Arain, ","In forest ecosystems, soil CO2 efflux is an important component of ecosystem respiration (RE), which is generally driven by variability in soil temperature and soil moisture. Tree harvesting in forests can alter the soil variables and, consequently, impact soil CO2 efflux. This study investigated the response of total soil CO2 efflux, and its components, to a shelterwood harvesting event of a mature temperate white pine (Pinus strobus L.) forest located in Southern Ontario, Canada. The objective was to explore the response of soil CO2 effluxes to changes in the forest microclimate, such as soil temperature and soil moisture, after shelterwood harvesting removed approximately one-third of the overstory canopy. No significant differences were found in both soil temperature and soil moisture between the pre-harvesting (2008–2011) and post-harvesting (2012–2014) periods. Despite similar soil microclimates, total soil CO2 effluxes were significantly reduced by up to 37%. Soil CO2 effluxes from heterotrophic sources were significantly reduced post-harvesting by approximately 27%, while no significant difference in the mineral-soil horizon sources were measured. An analysis of RE, measured with an eddy covariance tower over the study area, showed an increase post-harvesting. However, the overall net ecosystem carbon exchange showed no significant difference between pre- and post-harvesting. This was due to an increase in the gross ecosystem productivity post-harvesting, compensating for the increased losses (i.e., increased RE). This study highlights the complexities of soil CO2 efflux after a disturbance, such as a harvest. The knowledge gained from this study adds to our understanding of how shelterwood harvesting may influence ecosystem carbon exchange and will be useful for forest managers focused on carbon sequestration and forest conservation.",G20-82001,304,10.3390/f11030304,Thorne-2020-Response,Southern Forests Water Futures
Rapid Recent Deforestation Incursion in a Vulnerable Indigenous Land in the Brazilian Amazon and Fire-Driven Emissions of Fine Particulate Aerosol Pollutants,"Gabriel de Oliveira, Jing M. Chen, Guilherme Augusto Verola Mataveli, Michel Eustáquio Dantas Chaves, Hugo Seixas, Francielle da Silva Cardozo, Yosio E. Shimabukuro, Li He, Scott C. Stark, Carlos Antonio Costa dos Santos, ","Deforestation in the Brazilian Amazon is related to the use of fire to remove natural vegetation and install crop cultures or pastures. In this study, we evaluated the relation between deforestation, land-use and land-cover (LULC) drivers and fire emissions in the Apyterewa Indigenous Land, Eastern Brazilian Amazon. In addition to the official Brazilian deforestation data, we used a geographic object-based image analysis (GEOBIA) approach to perform the LULC mapping in the Apyterewa Indigenous Land, and the Brazilian biomass burning emission model with fire radiative power (3BEM_FRP) to estimate emitted particulate matter with a diameter less than 2.5 µm (PM2.5), a primary human health risk. The GEOBIA approach showed a remarkable advancement of deforestation, agreeing with the official deforestation data, and, consequently, the conversion of primary forests to agriculture within the Apyterewa Indigenous Land in the past three years (200 km2), which is clearly associated with an increase in the PM2.5 emissions from fire. Between 2004 and 2016 the annual average emission of PM2.5 was estimated to be 3594 ton year−1, while the most recent interval of 2017–2019 had an average of 6258 ton year−1. This represented an increase of 58% in the annual average of PM2.5 associated with fires for the study period, contributing to respiratory health risks and the air quality crisis in Brazil in late 2019. These results expose an ongoing critical situation of intensifying forest degradation and potential forest collapse, including those due to a savannization forest-climate feedback, within “protected areas” in the Brazilian Amazon. To reverse this scenario, the implementation of sustainable agricultural practices and development of conservation policies to promote forest regrowth in degraded preserves are essential.",G20-83001,829,10.3390/f11080829,de Oliveira-2020-Rapid,Southern Forests Water Futures
Biochemical and Molecular Investigation of In Vitro Antioxidant and Anticancer Activity Spectrum of Crude Extracts of Willow Leaves Salix safsaf,"Mourad A. M. Aboul‐Soud, Abdelkader E. Ashour, Jonathan K. Challis, Atallah F. Ahmed, Ashok Kumar, Amr Nassrallah, Tariq A Alahmari, Quaiser Saquib, Maqsood A. Siddiqui, Yazeed A. Al‐Sheikh, Hany A. El‐Shemy, Ahmed M. Aboul‐Enein, Khalid M. AlGhamdi, Paul D. Jones, John P. Giesy, ","Organic fractions and extracts of willow (Salix safsaf) leaves, produced by sequential solvent extraction as well as infusion and decoction, exhibited anticancer potencies in four cancerous cell lines, including breast (MCF-7), colorectal (HCT-116), cervical (HeLa) and liver (HepG2). Results of the MTT assay revealed that chloroform (CHCl3) and ethyl acetate (EtOAc)-soluble fractions exhibited specific anticancer activities as marginal toxicities were observed against two non-cancerous control cell lines (BJ-1 and MCF-12). Ultra-high-resolution mass spectrometry Q-Exactive™ HF Hybrid Quadrupole-Orbitrap™ coupled with liquid chromatography (UHPLC) indicated that both extracts are enriched in features belonging to major phenolic and purine derivatives. Fluorescence-activated cell sorter analysis (FACS), employing annexin V-FITC/PI double staining indicated that the observed cytotoxic potency was mediated via apoptosis. FACS analysis, monitoring the increase in fluorescence signal, associated with oxidation of DCFH to DCF, indicated that the mechanism of apoptosis is independent of reactive oxygen species (ROS). Results of immunoblotting and RT-qPCR assays showed that treatment with organic fractions under investigation resulted in significant up-regulation of pro-apoptotic protein and mRNA markers for Caspase-3, p53 and Bax, whereas it resulted in a significant reduction in amounts of both protein and mRNA of the anti-apoptotic marker Bcl-2. FACS analysis also indicated that pre-treatment and co-treatment of human amniotic epithelial (WISH) cells exposed to the ROS H2O2 with EtOAc fraction provide a cytoprotective and antioxidant capacity against generated oxidative stress. In conclusion, our findings highlight the importance of natural phenolic and flavonoid compounds with unparalleled and unique antioxidant and anticancer properties.",G20-84001,1295,10.3390/plants9101295,Aboul-Soud-2020-Biochemical,Developing ‘Omic’ and Chemical Fingerprinting Methodologies: Using Ultrahigh-Resolution Mass Spectrometry for Geochemistry and Healthy Waters
Satellite-Observed Soil Moisture as an Indicator of Wildfire Risk,"Jaison Thomas Ambadan, Matilda Oja, Ze’ev Gedalof, Aaron Berg, ","Wildfires are a concerning issue in Canada due to their immediate impact on people’s lives, local economy, climate, and environment. Studies have shown that the number of wildfires and affected areas in Canada has increased during recent decades and is a result of a warming and drying climate. Therefore, identifying potential wildfire risk areas is increasingly an important aspect of wildfire management. The purpose of this study is to investigate if remotely sensed soil moisture products from the Soil Moisture and Ocean Salinity (SMOS) satellite can be used to identify potential wildfire risk areas for better wildfire management. We used the National Fire Database (NFDB) fire points and polygons to group the wildfires according to ecozone classifications, as well as to analyze the SMOS soil moisture data over the wildfire areas, between 2010–2017, across fourteen ecozones in Canada. Timeseries of 3-day, 5-day, and 7-day soil moisture anomalies prior to the onset of each wildfire occurrence were examined over the ecozones individually. Overall, the results suggest, despite the coarse-resolution, SMOS soil moisture products are potentially useful in identifying soil moisture anomalies where wildfire hot-spots may occur.",G20-85001,1543,10.3390/rs12101543,Thomas Ambadan-2020-Satellite-Observed,Northern Water Futures
Estimating Fractional Snow Cover in Open Terrain from Sentinel-2 Using the Normalized Difference Snow Index,"Simon Gascoin, Zacharie Barrou Dumont, César Deschamps-Berger, Florence Marti, Germain Salgues, Juan I. López‐Moreno, Jesús Revuelto, Timothée Michon, Paul Schattan, Olivier Hagolle, ","Sentinel-2 provides the opportunity to map the snow cover at unprecedented spatial and temporal resolutions on a global scale. Here we calibrate and evaluate a simple empirical function to estimate the fractional snow cover (FSC) in open terrains using the normalized difference snow index (NDSI) from 20 m resolution Sentinel-2 images. The NDSI is computed from flat surface reflectance after masking cloud and snow-free areas. The NDSI–FSC function is calibrated using Pléiades very high-resolution images and evaluated using independent datasets including SPOT 6/7 satellite images, time lapse camera photographs, terrestrial lidar scans and crowd-sourced in situ measurements. The calibration results show that the FSC can be represented with a sigmoid-shaped function 0.5 × tanh(a × NDSI + b) + 0.5, where a = 2.65 and b = −1.42, yielding a root mean square error (RMSE) of 25%. Similar RMSE are obtained with different evaluation datasets with a high topographic variability. With this function, we estimate that the confidence interval on the FSC retrievals is 38% at the 95% confidence level.",G20-86001,2904,10.3390/rs12182904,Gascoin-2020-Estimating,Others
Modeling Snow Surface Spectral Reflectance in a Land Surface Model Targeting Satellite Remote Sensing Observations,"Donghang Shao, Wenbo Xu, Hongyi Li, Wang Jian, Xiaohua Hao, ","Snow surface spectral reflectance is very important in the Earth’s climate system. Traditional land surface models with parameterized schemes can simulate broadband snow surface albedo but cannot accurately simulate snow surface spectral reflectance with continuous and fine spectral wavebands, which constitute the major observations of current satellite sensors; consequently, there is an obvious gap between land surface model simulations and remote sensing observations. Here, we suggest a new integrated scheme that couples a radiative transfer model with a land surface model to simulate high spectral resolution snow surface reflectance information specifically targeting multisource satellite remote sensing observations. Our results indicate that the new integrated model can accurately simulate snow surface reflectance information over a large spatial scale and continuous time series. The integrated model extends the range of snow spectral reflectance simulation to the whole shortwave band and can predict snow spectral reflectance changes in the solar spectrum region based on meteorological element data. The kappa coefficients (K) of both the narrowband snow albedo targeting Moderate Resolution Imaging Spectroradiometer (MODIS) data simulated by the new integrated model and the retrieved snow albedo based on MODIS reflectance data are 0.5, and both exhibit good spatial consistency. Our proposed narrowband snow albedo simulation scheme targeting satellite remote sensing observations is consistent with remote sensing satellite observations in time series and can predict narrowband snow albedo even during periods of missing remote sensing observations. This new integrated model is a significant improvement over traditional land surface models for the direct spectral observations of satellite remote sensing. The proposed model could contribute to the effective combination of snow surface reflectance information from multisource remote sensing observations with land surface models.",G20-86002,3101,10.3390/rs12183101,Shao-2020-Modeling,Others
CliGAN: A Structurally Sensitive Convolutional Neural Network Model for Statistical Downscaling of Precipitation from Multi-Model Ensembles,"Chiranjib Chaudhuri, Colin Robertson, ","Despite numerous studies in statistical downscaling methodologies, there remains a lack of methods that can downscale from precipitation modeled in global climate models to regional level high resolution gridded precipitation. This paper reports a novel downscaling method using a Generative Adversarial Network (GAN), CliGAN, which can downscale large-scale annual maximum precipitation given by simulation of multiple atmosphere-ocean global climate models (AOGCM) from Coupled Model Inter-comparison Project 6 (CMIP6) to regional-level gridded annual maximum precipitation data. This framework utilizes a convolution encoder-dense decoder network to create a generative network and a similar network to create a critic network. The model is trained using an adversarial training approach. The critic uses the Wasserstein distance loss function and the generator is trained using a combination of adversarial loss Wasserstein distance, structural loss with the multi-scale structural similarity index (MSSIM), and content loss with the Nash-Sutcliff Model Efficiency (NS). The MSSIM index allowed us to gain insight into the model’s regional characteristics and shows that relying exclusively on point-based error functions, widely used in statistical downscaling, may not be enough to reliably simulate regional precipitation characteristics. Further use of structural loss functions within CNN-based downscaling methods may lead to higher quality downscaled climate model products.",G20-87001,3353,10.3390/w12123353,Chaudhuri-2020-CliGAN:,"GLOBAL WATER CITIZENSHIP: INTEGRATING NETWORKED CITIZENS, SCIENTISTS AND LOCAL DECISION MAKERS"
Historical and Projected Changes to the Stages and Other Characteristics of Severe Canadian Prairie Droughts,"Barrie Bonsal, Lu Zhuo, Elaine Wheaton, Ronald E. Stewart, ","Large-area, long-duration droughts are among Canada’s costliest natural disasters. A particularly vulnerable region includes the Canadian Prairies where droughts have, and are projected to continue to have, major impacts. However, individual droughts often differ in their stages such as onset, growth, persistence, retreat, and duration. Using the Standardized Precipitation Evapotranspiration Index, this study assesses historical and projected future changes to the stages and other characteristics of severe drought occurrence across the agricultural region of the Canadian Prairies. Ten severe droughts occurred during the 1900–2014 period with each having unique temporal and spatial characteristics. Projected changes from 29 global climate models (GCMs) with three representative concentration pathways reveal an increase in severe drought occurrence, particularly toward the end of this century with a high emissions scenario. For the most part, the overall duration and intensity of future severe drought conditions is projected to increase mainly due to longer persistence stages, while growth and retreat stages are generally shorter. Considerable variability exists among individual GCM projections, including their ability to simulate observed severe drought characteristics. This study has increased understanding in potential future changes to a little studied aspect of droughts, namely, their stages and associated characteristics. This knowledge can aid in developing future adaptation strategies.",G20-87002,3370,10.3390/w12123370,Bonsal-2020-Historical,Climate-Related Precipitation Extremes
Response of carbon and water fluxes to meteorological and phenological variability in two eastern North American forests of similar age but contrasting species composition – a multiyear comparison,"Eric Beamesderfer, M. Altaf Arain, Myroslava Khomik, Jason Brodeur, Brandon M. Burns, ","Abstract. The annual carbon and water dynamics of two eastern North American temperate forests were compared over a 6-year period from 2012 to 2017. The geographic location, forest age, soil, and climate were similar between the two stands; however, stand composition varied in terms of tree leaf-retention and shape strategy: one stand was a deciduous broadleaf forest, while the other was an evergreen needleleaf forest. The 6-year mean annual net ecosystem productivity (NEP) of the coniferous forest was slightly higher and more variable (218±109 g C m−2 yr−1) compared to that of the deciduous forest NEP (200±83 g C m−2 yr−1). Similarly, the 6-year mean annual evapotranspiration (ET) of the coniferous forest was higher (442±33 mm yr−1) than that of the deciduous forest (388±34 mm yr−1), but with similar interannual variability. Summer meteorology greatly impacted the carbon and water fluxes in both stands; however, the degree of response varied among the two stands. In general, warm temperatures caused higher ecosystem respiration (RE), resulting in reduced annual NEP values – an impact that was more pronounced at the deciduous broadleaf forest compared to the evergreen needleleaf forest. However, during warm and dry years, the evergreen forest had largely reduced annual NEP values compared to the deciduous forest. Variability in annual ET at both forests was related most to the variability in annual air temperature (Ta), with the largest annual ET observed in the warmest years in the deciduous forest. Additionally, ET was sensitive to prolonged dry periods that reduced ET at both stands, although the reduction at the coniferous forest was relatively larger than that of the deciduous forest. If prolonged periods (weeks to months) of increased Ta and reduced precipitation are to be expected under future climates during summer months in the study region, our findings suggest that the deciduous broadleaf forest will likely remain an annual carbon sink, while the carbon sink–source status of the coniferous forest remains uncertain.",G20-88001,3563-3587,10.5194/bg-17-3563-2020,Beamesderfer-2020-Response,Southern Forests Water Futures
Lability classification of soil organic matter in the northern permafrost region,"Peter Kuhry, Jiří Bárta, Daan Blok, Bo Elberling, Samuel Faucherre, Gustaf Hugelius, Christian Juncher Jørgensen, Andreas Richter, Hana Šantrüčková, Niels Weiss, ","Abstract. The large stocks of soil organic carbon (SOC) in soils and deposits of the northern permafrost region are sensitive to global warming and permafrost thawing. The potential release of this carbon (C) as greenhouse gases to the atmosphere does not only depend on the total quantity of soil organic matter (SOM) affected by warming and thawing, but it also depends on its lability (i.e., the rate at which it will decay). In this study we develop a simple and robust classification scheme of SOM lability for the main types of soils and deposits in the northern permafrost region. The classification is based on widely available soil geochemical parameters and landscape unit classes, which makes it useful for upscaling to the entire northern permafrost region. We have analyzed the relationship between C content and C-CO2 production rates of soil samples in two different types of laboratory incubation experiments. In one experiment, ca. 240 soil samples from four study areas were incubated using the same protocol (at 5 ∘C, aerobically) over a period of 1 year. Here we present C release rates measured on day 343 of incubation. These long-term results are compared to those obtained from short-term incubations of ca. 1000 samples (at 12 ∘C, aerobically) from an additional three study areas. In these experiments, C-CO2 production rates were measured over the first 4 d of incubation. We have focused our analyses on the relationship between C-CO2 production per gram dry weight per day (µgC-CO2 gdw−1 d−1) and C content (%C of dry weight) in the samples, but we show that relationships are consistent when using C ∕ N ratios or different production units such as µgC per gram soil C per day (µgC-CO2 gC−1 d−1) or per cm3 of soil per day (µgC-CO2 cm−3 d−1). C content of the samples is positively correlated to C-CO2 production rates but explains less than 50 % of the observed variability when the full datasets are considered. A partitioning of the data into landscape units greatly reduces variance and provides consistent results between incubation experiments. These results indicate that relative SOM lability decreases in the order of Late Holocene eolian deposits to alluvial deposits and mineral soils (including peaty wetlands) to Pleistocene yedoma deposits to C-enriched pockets in cryoturbated soils to peat deposits. Thus, three of the most important SOC storage classes in the northern permafrost region (yedoma, cryoturbated soils and peatlands) show low relative SOM lability. Previous research has suggested that SOM in these pools is relatively undecomposed, and the reasons for the observed low rates of decomposition in our experiments need urgent attention if we want to better constrain the magnitude of the thawing permafrost carbon feedback on global warming.",G20-89001,361-379,10.5194/bg-17-361-2020,Kuhry-2020-Lability,Others
