title,author,abstract,url,pages,doi,bibkey
Ice-Jam Flood Risk Assessment and Hazard Mapping under Future Climate,"Apurba Das, Prabin Rokaya, Karl-Erich Lindenschmidt, ","AbstractIn cold-region environments, ice-jam floods (IJFs) can result in high water levels in rivers to overtop levees, leading to devastating floods. Since climatic conditions play an important ro...",G20-65001,,10.1061/(asce)wr.1943-5452.0001178,Das-2020-Ice-Jam
Identifying Functional Impacts of Heat-Resistant Fungi on Boreal Forest Recovery After Wildfire,"Nicola J. Day, Steven G. Cumming, Kari E. Dunfield, Jill F. Johnstone, Michelle C. Mack, Kirsten A. Reid, Merritt R. Turetsky, Xanthe J. Walker, Jennifer L. Baltzer, ","Fungi play key roles in carbon (C) dynamics of ecosystems: saprotrophs decompose organic material and return C in the nutrient cycle, and mycorrhizal species support plants that accumulate C through photosynthesis. The identities and functions of extremophile fungi present after fire can influence C dynamics, particularly because plant-fungal relationships are often species-specific. However, little is known about the function and distribution of fungi that survive fires. We aim to assess the distribution of heat-resistant soil fungi across burned stands of boreal forest in the Northwest Territories, Canada, and understand their functions in relation to decomposition and tree seedling growth. We cultured and identified fungi from heat-treated soils and linked sequences from known taxa with high throughput sequencing fungal data (Illumina MiSeq, ITS1) from soils collected in 47 plots. We assessed functions under controlled conditions by inoculating litter and seedlings with heat-resistant fungi to assess decomposition and effects on seedling growth, respectively, for black spruce ( Picea mariana ), birch ( Betula papyrifera ), and jack pine ( Pinus banksiana ). We also measured litter decomposition rates and seedling densities in the field without inoculation. We isolated seven taxa of heat-resistant fungi and found their relative abundances were not associated with environmental or fire characteristics. Under controlled conditions, Fayodia gracilipes and Penicillium arenicola decomposed birch, but no taxa decomposed black spruce litter significantly more than the control treatment. Seedlings showed reduced biomass and/or mortality when inoculated with at least one of the fungal taxa. Penicillium turbatum reduced growth and/or caused mortality of all three species of seedlings. In the field, birch litter decomposed faster in stands with greater pre-fire proportion of black spruce, while black spruce litter decomposed faster in stands experiencing longer fire-free intervals. Densities of seedlings that had germinated since fire were positively associated with ectomycorrhizal richness while there were fewer conifer seedlings with greater heat-resistant fungal abundance. Overall, our study suggests that extremophile fungi present after fires have multiple functions and may have unexpected negative effects on forest functioning and regeneration. In particular, heat-resistant fungi after fires may promote shifts away from conifer dominance that are observed in these boreal forests.",G20-66001,,10.3389/ffgc.2020.00068,Day-2020-Identifying
Patterns of Ecosystem Structure and Wildfire Carbon Combustion Across Six Ecoregions of the North American Boreal Forest,"Xanthe J. Walker, Jennifer L. Baltzer, Laura Bourgeau-Chavez, Nicola J. Day, Catherine M. Dieleman, Jill F. Johnstone, Evan S. Kane, Brendan M. Rogers, Merritt R. Turetsky, Sander Veraverbeke, Michelle C. Mack, ","Increases in fire frequency, extent, and severity are expected to strongly impact the structure and function of boreal forest ecosystems. An important function of the boreal forest is its ability to sequester and store carbon (C). Increasing disturbance from wildfires, emitting large amounts of C to the atmosphere, may create a positive feedback to climate warming. Variation in ecosystem structure and function throughout the boreal forest are important for predicting the effects of climate warming and changing fire regimes on C dynamics. In this study, we compiled data on soil characteristics, stand structure, pre-fire C pools, C loss from fire, and the potential drivers of these C metrics from 527 sites distributed across six ecoregions of North America’s western boreal forests. We assessed structural and functional differences between these fire-prone ecoregions using data from 417 recently burned sites (2004-2015) and estimated ecoregion-specific relationships between soil characteristics and depth from 167 of these sites plus an additional 110 sites (27 burned, 83 unburned). We found that northern boreal ecoregions were generally older, stored and emitted proportionally more belowground than aboveground C and exhibited lower rates of C accumulation over time than southern ecoregions. We present ecoregion specific estimates of depth-wise soil characteristics that are important for predicting C combustion from fire. As climate continues to warm and disturbance from wildfires increases, the C dynamics of these fire-prone ecoregions are likely to change with significant implications for the global C cycle and its feedbacks to climate change.",G20-66002,,10.3389/ffgc.2020.00087,Walker-2020-Patterns
Fire characteristics and environmental conditions shape plant communities via regeneration strategy,"Nicola J. Day, Alison L. White, Jill F. Johnstone, Geneviève É. Degré‐Timmons, Steven G. Cumming, Michelle C. Mack, Merritt R. Turetsky, Xanthe J. Walker, Jennifer L. Baltzer, ",,G20-67001,1464-1474,10.1111/ecog.05211,Day-2020-Fire
Seismic Lines in Treed Boreal Peatlands as Analogs for Wildfire Fuel Modification Treatments,"Patrick Jeffrey Deane, Sophie Louise Wilkinson, Paul Adrian Moore, James Michael Waddington, ","Across the Boreal, there is an expansive wildland–society interface (WSI), where communities, infrastructure, and industry border natural ecosystems, exposing them to the impacts of natural disturbances, such as wildfire. Treed peatlands have previously received little attention with regard to wildfire management; however, their role in fire spread, and the contribution of peat smouldering to dangerous air pollution, have recently been highlighted. To help develop effective wildfire management techniques in treed peatlands, we use seismic line disturbance as an analog for peatland fuel modification treatments. To delineate below-ground hydrocarbon resources using seismic waves, seismic lines are created by removing above-ground (canopy) fuels using heavy machinery, forming linear disturbances through some treed peatlands. We found significant differences in moisture content and peat bulk density with depth between seismic line and undisturbed plots, where smouldering combustion potential was lower in seismic lines. Sphagnum mosses dominated seismic lines and canopy fuel load was reduced for up to 55 years compared to undisturbed peatlands. Sphagnum mosses had significantly lower smouldering potential than feather mosses (that dominate mature, undisturbed peatlands) in a laboratory drying experiment, suggesting that fuel modification treatments following a strategy based on seismic line analogs would be effective at reducing smouldering potential at the WSI, especially under increasing fire weather.",G20-68001,21,10.3390/fire3020021,Deane-2020-Seismic
"Differential responses of gut microbiota of male and female fathead minnow (Pimephales promelas) to a short-term environmentally-relevant, aqueous exposure to benzo[a]pyrene","Abigail DeBofsky, Yuwei Xie, Chelsea Grimard, Alper James Alcaraz, Markus Brinkmann, Markus Hecker, John P. Giesy, ","In addition to aiding in digestion of food and uptake of nutrients, microbiota in guts of vertebrates are responsible for regulating several beneficial functions, including development of an organism and maintaining homeostasis. However, little is known about effects of exposures to chemicals on structure and function of gut microbiota of fishes. To assess effects of exposure to polycyclic aromatic hydrocarbons (PAHs) on gut microbiota, male and female fathead minnows ( Pimephales promelas ) were exposed to environmentally-relevant concentrations of the legacy PAH benzo[ a ]pyrene (BaP) in water. Measured concentrations of BaP ranged from 2.3 × 10 −3 to 1.3 μg L −1 . The community of microbiota in the gut were assessed by use of 16S rRNA metagenetics. Exposure to environmentally-relevant aqueous concentrations of BaP did not alter expression levels of mRNA for cyp1a1 , a “classic” biomarker of exposure to BaP, but resulted in shifts in relative compositions of gut microbiota in females rather than males. Results presented here illustrate that in addition to effects on more well-studied molecular endpoints, relative compositions of the microbiota in guts of fish can also quickly respond to exposure to chemicals, which can provide additional mechanisms for adverse effects on individuals. • Female and male fathead minnows exhibited significantly different gut microbiota. • Exposure to BaP altered structures in female gut microbiota, but not in males. • Exposure to BaP altered predicted functions in gut microbiota of fathead minnow. • Gut microbiome was more sensitive to a low dose BaP than host’s ahr1 and cyp1a1.",G20-69001,126461,10.1016/j.chemosphere.2020.126461,DeBofsky-2020-Differential
"Reproductive status of walleye (Sander vitreus) and lake whitefish (Coregonus clupeaformis) in two large, shallow Canadian subarctic lakes","Heather J. Dixon, Grant Harrison, Andrea L. Lister, Deborah L. MacLatchy, ",,G20-70001,1119-1136,10.1007/s10641-020-01010-6,Dixon-2020-Reproductive
The economic impacts of water supply restrictions due to climate and policy change: A transboundary river basin supply-side input-output analysis,"Leila Eamen, Roy Brouwer, Saman Razavi, ","Finding sustainable pathways to efficiently allocate limited available water resources among increasingly competing water uses has become crucial due to climate-change-induced water shortages and increasing water demand. This has led to an urgent need for the inclusion of economic principles, models, and methods in water resources management. Although several studies have developed macro-economic models to evaluate the economic impacts of alternative water allocation strategies, many if not most ignore the hydrological boundaries of transboundary river basins. Furthermore, of those using input-output (IO) models, only a handful have applied supply-side IO models. In this paper, we present one of the first attempts to develop an inter-regional, supply-side IO modelling framework for a multi-jurisdictional, transboundary river basin to assess the direct and indirect economic impacts of water supply restrictions due to climate and policy change. Applying this framework to the Saskatchewan River Basin in Canada encompassing three provinces, we investigate the economic impacts of two different water supply restriction scenarios on the entire river basin and its sub-basins individually. We find that in the face of climate-change-induced water shortage, economic losses can be reduced by almost 50% by adopting appropriate management practices, including prioritization of water allocation, using alternative water sources, and water re-use technologies. • Sectoral water use is incorporated into a supply-side input-output model. • The model is spatially disaggregated into 6 sub-basins across 3 Canadian provinces. • The model evaluates the economic impacts of alternative water allocation policies. • The model results assist policymakers prepare efficient water management plans. • Adopting proper policies, potential economic drought losses can be reduced by 50%.",G20-71001,106532,10.1016/j.ecolecon.2019.106532,Eamen-2020-The
On the configuration and initialization of a large-scale hydrological land surface model to represent permafrost,"Mohamed E. Elshamy, Daniel Princz, Gonzalo Sapriza-Azuri, Mohamed S. Abdelhamed, Al Pietroniro, Howard S. Wheater, Saman Razavi, ","Abstract. Permafrost is an important feature of cold-region hydrology, particularly in river basins such as the Mackenzie River basin (MRB), and it needs to be properly represented in hydrological and land surface models (H-LSMs) built into existing Earth system models (ESMs), especially under the unprecedented climate warming trends that have been observed. Higher rates of warming have been reported in high latitudes compared to the global average, resulting in permafrost thaw with wide-ranging implications for hydrology and feedbacks to climate. The current generation of H-LSMs is being improved to simulate permafrost dynamics by allowing deep soil profiles and incorporating organic soils explicitly. Deeper soil profiles have larger hydraulic and thermal memories that require more effort to initialize. This study aims to devise a robust, yet computationally efficient, initialization and parameterization approach applicable to regions where data are scarce and simulations typically require large computational resources. The study further demonstrates an upscaling approach to inform large-scale ESM simulations based on the insights gained by modelling at small scales. We used permafrost observations from three sites along the Mackenzie River valley spanning different permafrost classes to test the validity of the approach. Results show generally good performance in reproducing present-climate permafrost properties at the three sites. The results also emphasize the sensitivity of the simulations to the soil layering scheme used, the depth to bedrock, and the organic soil properties.",G20-72001,349-379,10.5194/hess-24-349-2020,Elshamy-2020-On
Processes governing snow ablation in alpine terrain – detailed measurements from the Canadian Rockies,"Michael Schirmer, John W. Pomeroy, ","Abstract. The spatial distribution of snow water equivalent (SWE) and melt are important for estimating areal melt rates and snow-cover depletion (SCD) dynamics but are rarely measured in detail during the late ablation period. This study contributes results from high-resolution observations made using large numbers of sequential aerial photographs taken from an unmanned aerial vehicle on an alpine ridge in the Fortress Mountain Snow Laboratory in the Canadian Rocky Mountains from May to July in 2015. Using structure-from-motion and thresholding techniques, spatial maps of snow depth, snow cover and differences in snow depth (dHS) during ablation were generated in very high resolution as proxies for spatial SWE, spatial ablation rates and SCD. The results indicate that the initial distribution of snow depth was highly variable due to overwinter snow redistribution; thus, the subsequent distribution of dHS was also variable due to albedo, slope/aspect and other unaccountable differences. However, the initial distribution of snow depth was 5 times more variable than that of the subsequent dHS values, which varied by a factor of 2 between the north and south aspects. dHS patterns were somewhat spatially persistent over time but had an insubstantial impact on SCD curves, which were overwhelmingly governed by the initial distribution of snow depth. The reason for this is that only a weak spatial correlation developed between the initial snow depth and dHS. Previous research has shown that spatial correlations between SWE and ablation rates can strongly influence SCD curves. Reasons for the lack of a correlation in this study area were analysed and a generalisation to other regions was discussed. The following questions were posed: what is needed for a large spatial correlation between initial snow depth and dHS? When should snow depth and dHS be taken into account to correctly model SCD? The findings of this study suggest that hydrological and atmospheric models need to incorporate realistic distributions of SWE, melt energy and cold content; therefore, they must account for realistic correlations (i.e. not too large or too small) between SWE and melt in order to accurately model SCD.",G20-72002,143-157,10.5194/hess-24-143-2020,Schirmer-2020-Processes
Underlying Fundamentals of Kalman Filtering for River Network Modeling,"Charlotte M. Emery, Cédric H. David, Konstantinos M. Andreadis, Michael J. Turmon, John T. Reager, Jonathan M. Hobbs, Ming Pan, James S. Famiglietti, Edward Beighley, Matthew Rodell, ","Abstract The grand challenge of producing hydrometeorological estimates every time and everywhere has motivated the fusion of sparse observations with dense numerical models, with a particular interest on discharge in river modeling. Ensemble methods are largely preferred as they enable the estimation of error properties, but at the expense of computational load and generally with underestimations. These imperfect stochastic estimates motivate the use of correction methods, that is, error localization and inflation, although the physical justifications for their optimality are limited. The purpose of this study is to use one of the simplest forms of data assimilation when applied to river modeling and reveal the underlying mechanisms impacting its performance. Our framework based on assimilating daily averaged in situ discharge measurements to correct daily averaged runoff was tested over a 4-yr case study of two rivers in Texas. Results show that under optimal conditions of inflation and localization, discharge simulations are consistently improved such that the mean values of Nash–Sutcliffe efficiency are enhanced from −11.32 to 0.55 at observed gauges and from −12.24 to −1.10 at validation gauges. Yet, parameters controlling the inflation and the localization have a large impact on the performance. Further investigations of these sensitivities showed that optimal inflation occurs when compensating exactly for discrepancies in the magnitude of errors while optimal localization matches the distance traveled during one assimilation window. These results may be applicable to more advanced data assimilation methods as well as for larger applications motivated by upcoming river-observing satellite missions, such as NASA’s Surface Water and Ocean Topography mission.",G20-73001,453-474,10.1175/jhm-d-19-0084.1,Emery-2020-Underlying
Curbing the Summer Surge: Permanent Outdoor Water Use Restrictions in Humid and Semiarid Cities,"Sara L. Finley, Nandita B. Basu, ",,G20-74001,,10.1029/2019wr026466,Finley-2020-Curbing
"Many Commonly Used Rainfall‐Runoff Models Lack Long, Slow Dynamics: Implications for Runoff Projections","Keirnan Fowler, Wouter Knoben, Murray Peel, Tim Peterson, Dongryeol Ryu, Margarita Saft, Ki‐Weon Seo, Andrew Western, ","Evidence suggests that catchment state variables such as groundwater can exhibit multiyear trends. This means that their state may reflect not only recent climatic conditions but also climatic conditions in past years or even decades. Here we demonstrate that five commonly used conceptual “bucket” rainfall‐runoff models are unable to replicate multiyear trends exhibited by natural systems during the “Millennium Drought” in south‐east Australia. This causes an inability to extrapolate to different climatic conditions, leading to poor performance in split sample tests. Simulations are examined from five models applied in 38 catchments, then compared with groundwater data from 19 bores and Gravity Recovery and Climate Experiment data for two geographic regions. Whereas the groundwater and Gravity Recovery and Climate Experiment data decrease from high to low values gradually over the duration of the 13‐year drought, the model storages go from high to low values in a typical seasonal cycle. This is particularly the case in the drier, flatter catchments. Once the drought begins, there is little room for decline in the simulated storage, because the model “buckets” are already “emptying” on a seasonal basis. Since the effects of sustained dry conditions cannot accumulate within these models, we argue that they should not be used for runoff projections in a drying climate. Further research is required to (a) improve conceptual rainfall‐runoff models, (b) better understand circumstances in which multiyear trends in state variables occur, and (c) investigate links between these multiyear trends and changes in rainfall‐runoff relationships in the context of a changing climate.",G20-75001,,10.1029/2019wr025286,Fowler-2020-Many
In Situ Estimates of Freezing/Melting Point Depression in Agricultural Soils Using Permittivity and Temperature Measurements,"R. Pardo Lara, A. A. Berg, J. Warland, Erica Tetlock, ",,G20-75002,,10.1029/2019wr026020,Pardo Lara-2020-In
A multiregional input–output optimization model to assess impacts of water supply disruptions under climate change on the Great Lakes economy,"Jorge A. Garcia-Hernandez, Roy Brouwer, ","This paper presents a water-restricted multi-regional input–output model to evaluate the economic impacts of water supply reductions in the Canadian Great Lakes Basin (GLB), one of the largest fres...",G20-76001,509-535,10.1080/09535314.2020.1805414,Garcia-Hernandez-2020-A
An Open-Source Interface to the Canadian Surface Prediction Archive,"Martin Gauch, James Bai, Juliane Mai, Jimmy Lin, ","Data-intensive research and decision-making continue to gain adoption across diverse organizations. As researchers and practitioners increasingly rely on analyzing large data products to both answer scientific questions and for operational needs, data acquisition and pre-processing become critical tasks. For environmental science, the Canadian Surface Prediction Archive (CaSPAr) facilitates easy access to custom subsets of numerical weather predictions. We demonstrate a new open-source interface for CaSPAr that provides easy-to-use map-based querying capabilities and automates data ingestion into the CaSPAr batch processing server.",G20-77001,,10.1145/3383583.3398626,Gauch-2020-An
Application of GNSS Interferometric Reflectometry for the Estimation of Lake Ice Thickness,"Yusof Ghiasi, Claude R. Duguay, Justin Murfitt, Joost J. van der Sanden, Aaron Thompson, Hugo Drouin, Christian Prévost, ","Lake ice thickness is a sensitive indicator of climate change largely through its dependency on near-surface air temperature and on-ice snow mass (depth and density). Monitoring of the seasonal variations and trends in ice thickness is also important for the operation of winter ice roads that northern communities rely on for the movement of goods as well as for cultural and leisure activities (e.g., snowmobiling). Therefore, consistent measurements of ice thickness over lakes is important; however, field measurements tend to be sparse in both space and time in many northern countries. Here, we present an application of L-band frequency Global Navigation Satellite System (GNSS) Interferometric Reflectometry (GNSS-IR) for the estimation of lake ice thickness. The proof of concept is demonstrated through the analysis of Signal-to-Noise Ratio (SNR) time series extracted from Global Positioning System (GPS) constellation L1 band raw data acquired between 8 and 22 March (2017 and 2019) at 14 lake ice sites located in the Northwest Territories, Canada. Dominant frequencies are extracted using Least Squares Harmonic Estimation (LS-HE) for the retrieval of ice thickness. Estimates compare favorably with in-situ measurements (mean absolute error = 0.05 m, mean bias error = −0.01 m, and root mean square error = 0.07 m). These results point to the potential of GPS/GNSS-IR as a complementary tool to traditional field measurements for obtaining consistent ice thickness estimates at many lake locations, given the relatively low cost of GNSS antennas/receivers.",G20-78001,2721,10.3390/rs12172721,Ghiasi-2020-Application
Illuminating water cycle modifications and Earth system resilience in the Anthropocene,"Tom Gleeson, Lan Wang‐Erlandsson, Miina Porkka, Samuel C. Zipper, Fernando Jaramillo, Dieter Gerten, Ingo Fetzer, Sarah E. Cornell, Luigi Piemontese, Line J. Gordon, Johan Rockström, Taikan Oki, Murugesu Sivapalan, Yoshihide Wada, Kate A. Brauman, Martina Flörke, Marc F. P. Bierkens, Bernhard Lehner, Patrick Keys, Matti Kummu, Thorsten Wagener, Simon Dadson, Tara J. Troy, Will Steffen, Malin Falkenmark, James S. Famiglietti, ","Fresh water – the bloodstream of the biosphere – is at the centre of the planetary drama of the Anthropocene. Water fluxes and stores regulate the Earth’s climate and are essential for thriving aquatic and terrestrial ecosystems, as well as water, food and energy security. But the water cycle is also being modified by humans at an unprecedented scale and rate. A holistic understanding of freshwater’s role for Earth System resilience and the detection and monitoring of anthropogenic water cycle modifications across scales is urgent, yet existing methods and frameworks are not well suited for this. In this paper we highlight four core Earth System functions of water (hydroclimatic regulation, hydroecological regulation, storage, and transport) and key related processes. Building on systems and resilience theory, we review the evidence of regional-scale regime shifts and disruptions of the Earth System functions of water. We then propose a framework for detecting, monitoring, and establishing safe limits to water cycle modifications, and identify four possible spatially explicit methods for their quantification. In sum, this paper presents an ambitious scientific and policy Grand Challenge that could substantially improve our understanding of the role of water in the Earth System and cross-scale management of water cycle modifications that would be a complementary approach to existing water management tools.",G20-79001,,10.1029/2019wr024957,Gleeson-2020-Illuminating
The Water Planetary Boundary: Interrogation and Revision,"Tom Gleeson, Lan Wang-Erlandsson, Samuel C. Zipper, Miina Porkka, Fernando Jaramillo, Dieter Gerten, Ingo Fetzer, Sarah E. Cornell, Luigi Piemontese, Line J. Gordon, Johan Rockström, Taikan Oki, Murugesu Sivapalan, Yoshihide Wada, Kate A. Brauman, Martina Flörke, Marc F.P. Bierkens, Bernhard Lehner, Patrick Keys, Matti Kummu, Thorsten Wagener, Simon Dadson, Tara J. Troy, Will Steffen, Malin Falkenmark, James S. Famiglietti, ","The planetary boundaries framework proposes quantified guardrails to human modification of global environmental processes that regulate the stability of the planet and has been considered in sustainability science, governance, and corporate management. However, the planetary boundary for human freshwater use has been critiqued as a singular measure that does not reflect all types of human interference with the complex global water cycle and Earth System. We suggest that the water planetary boundary will be more scientifically robust and more useful in decision-making frameworks if it is redesigned to consider more specifically how climate and living ecosystems respond to changes in the different forms of water on Earth: atmospheric water, frozen water, groundwater, soil moisture, and surface water. This paper provides an ambitious scientific road map to define a new water planetary boundary consisting of sub-boundaries that account for a variety of changes to the water cycle.",G20-80001,223-234,10.1016/j.oneear.2020.02.009,Gleeson-2020-The
"Energy stores and mercury concentrations in a common minnow (spottail shiner,
            <scp>
              <i>Notropis hudsonius</i>
            </scp>
            ) associated with a peaking hydroelectric dam","Derek J. Green, Timothy D. Jardine, Lynn P. Weber, David M. Janz, ",,G20-81001,1046-1055,10.1002/rra.3625,Green-2020-Energy
Process‐based assessment of success and failure in a constructed riffle‐pool river restoration project,"Elli Papangelakis, Bruce MacVicar, ",,G20-81002,1222-1241,10.1002/rra.3636,Papangelakis-2020-Process‐based
Simplified Emanation Graphs: A Sparse Plane Spanner with Steiner Points,"Bardia Hamedmohseni, Zahed Rahmati, Debajyoti Mondal, ","Emanation graphs of grade k, introduced by Hamedmohseni, Rahmati, and Mondal, are plane spanners made by shooting \(2^{k+1}\) rays from each given point, where the shorter rays stop the longer ones upon collision. The collision points are the Steiner points of the spanner.",G20-82001,607-616,10.1007/978-3-030-38919-2_50,Hamedmohseni-2020-Simplified
Subwatershed-based lake and river routing products for hydrologic and land surface models applied over Canada,"Ming Han, Juliane Mai, Bryan A. Tolson, James R. Craig, Étienne Gaborit, Hongli Liu, Konhee Lee, ","Lakes and reservoirs have critical impacts on hydrological, biogeochemical, and ecological processes, and they should be an essential component of regional-scale hydrological and eco-hydrological m...",G20-83001,237-251,10.1080/07011784.2020.1772116,Han-2020-Subwatershed-based
Among-site variability in environmental and management characteristics: Effect on nutrient loss in agricultural tile drainage,"Brittany R. Hanrahan, Kevin W. King, Merrin L. Macrae, Mark R. Williams, Jedediah H. Stinner, ","Abstract Water quality issues, including harmful and nuisance algal blooms (HNABs), related to nitrogen (N) and phosphorus (P) exported from agricultural lands persist in the Great Lakes region. Previous work examining N and P loss from agricultural fields in portions of the United States (US) and Canada (CA) that drain into Lake Erie, consistently indicate significant nutrient loss from fields in Indiana and Ohio, US compared with those in southwestern Ontario, CA. The primary objective of this study was to examine variation in environmental and management characteristics from 30 sites (US: n = 28, CA: n = 2) located within the Lake Erie Basin and subsequently determine the influence of among-site variation on edge-of-field N and P losses. Using principal component analyses (PCA), we found that among-site variation was predominantly controlled by broad-scale patterns in fertilizer management practices and soil properties; however, N and P loss metrics were largely unexplained by these gradients. As such, fine-scale variability and the interaction of environmental and management characteristics at individual sites more strongly influenced N and P loss. Ultimately, these results further emphasize the importance of site- and nutrient-specific management plans that are needed to mitigate N and P losses from agricultural fields.",G20-84001,486-499,10.1016/j.jglr.2020.02.004,Hanrahan-2020-Among-site
Seeing beneath disputes: A transdisciplinary framework for diagnosing complex conservation conflicts,"Hannah L. Harrison, Philip A. Loring, ","Abstract Conservation conflicts are pressing social and environmental sustainability issues, and the complex underlying causes and escalating factors of such conflicts can often be difficult to understand. Appropriate tools are needed for breaking down complex conservation conflicts into their varied, heterogenous parts so their nature and the complex relationships between them may be better understood and addressed using appropriate interventions. Importantly, these tools must transcend disciplinary silos so as to be applicable across social science disciplines as well as within and outside of the academic context. This article synthesizes a breadth of conservation conflict literature to lay out a transdisciplinary framework for diagnosing complex conservation conflicts composed of six key aspects: complexity, emergence, and stages; conflict status; basis of contention and cognitive framing; state of knowledge; state of values; and interventions. This framework is based in systems thinking and differs from other key conservation conflict frameworks by using conflict emergence as a starting point. To complement this approach, our diagnostic tool encourages users to harness thinking based in storytelling and consider how a conservation conflict represents a larger ongoing narrative with depth, meaning, and containing complex, interrelated storylines. As poorly understood stakeholder disputes can seriously undermine conservation efforts, this framework pushes forward practical understandings of conservation conflict interventions by offering a novel, transdisciplinary diagnostic tool for better understanding their complex, multifaceted variables.",G20-85001,108670,10.1016/j.biocon.2020.108670,Harrison-2020-Seeing
Tracing shapes with eyes,"Mohammad Rakib Hasan, Debajyoti Mondal, Carl Gutwin, ","Eye tracking systems can provide people with severe motor impairments a way to communicate through gaze-based interactions. Such systems transform a user's gaze input into mouse pointer coordinates that can trigger keystrokes on an on-screen keyboard. However, typing using this approach requires large back-and-forth eye movements, and the required effort depends both on the length of the text and the keyboard layout. Motivated by the idea of sketch-based image search, we explore a gaze-based approach where users draw a shape on a sketchpad using gaze input, and the shape is used to search for similar letters, words, and other predefined controls. The sketch-based approach is area efficient (compared to an on-screen keyboard), allows users to create custom commands, and creates opportunities for gaze-based authentication. Since variation in the drawn shapes makes the search difficult, the system can show a guide (e.g., a 14-segment digital display) on the sketchpad so that users can trace their desired shape. In this paper, we take a first step that investigates the feasibility of the sketch-based approach, by examining how well users can trace a given shape using gaze input. We designed an interface where participants traced a set of given shapes. We then compared the similarity of the drawn and traced shapes. Our study results show the potential of the sketch-based approach: users were able to trace shapes reasonably well using gaze input, even for complex shapes involving three letters; shape tracing accuracy for gaze was better than `free-form' hand drawing. We also report on how different shape complexities influence the time and accuracy of the shape tracing tasks.",G20-86001,,10.1145/3396339.3396390,Hasan-2020-Tracing
Increasing contribution of peatlands to boreal evapotranspiration in a warming climate,"Manuel Helbig, James Michael Waddington, Pavel Alekseychik, Brian D. Amiro, Mika Aurela, Alan G. Barr, T. Andrew Black, Peter D. Blanken, Sean K. Carey, Jiquan Chen, Jinshu Chi, Ankur R. Desai, Allison Dunn, Eugenie S. Euskirchen, Lawrence B. Flanagan, Inke Forbrich, Thomas Friborg, Achim Grelle, Silvie Harder, Michal Heliasz, Elyn R. Humphreys, Hiroki Ikawa, Pierre-Erik Isabelle, Hiroki Iwata, Rachhpal Jassal, Mika Korkiakoski, Juliya Kurbatova, Lars Kutzbach, Anders Lindroth, Mikaell Ottosson Löfvenius, Annalea Lohila, Ivan Mammarella, Philip Marsh, Trofim Maximov, Joe R. Melton, Paul A. Moore, Daniel F. Nadeau, Erin M. Nicholls, Mats B. Nilsson, Takeshi Ohta, Matthias Peichl, Richard M. Petrone, Roman Petrov, Anatoly Prokushkin, William L. Quinton, David E. Reed, Nigel T. Roulet, Benjamin R. K. Runkle, Oliver Sonnentag, Ian B. Strachan, Pierre Taillardat, Eeva-Stiina Tuittila, Juha-Pekka Tuovinen, Jessica Turner, Masahito Ueyama, Andrej Varlagin, Martin Wilmking, Steven C. Wofsy, Vyacheslav Zyrianov, ",,G20-87001,555-560,10.1038/s41558-020-0763-7,Helbig-2020-Increasing
Lake Ice-Water Classification of RADARSAT-2 Images by Integrating IRGS Segmentation with Pixel-Based Random Forest Labeling,"Marie Hoekstra, Mingzhe Jiang, David A. Clausi, Claude Duguay, ","Changes to ice cover on lakes throughout the northern landscape has been established as an indicator of climate change and variability, expected to have implications for both human and environmental systems. Monitoring lake ice cover is also required to enable more reliable weather forecasting across lake-rich northern latitudes. Currently, the Canadian Ice Service (CIS) monitors lakes using synthetic aperture radar (SAR) and optical imagery through visual interpretation, with total lake ice cover reported weekly as a fraction out of ten. An automated method of classification would allow for more detailed records to be delivered operationally. In this research, we present an automatic ice-mapping approach which integrates unsupervised segmentation from the Iterative Region Growing using Semantics (IRGS) algorithm with supervised random forest (RF) labeling. IRGS first locally segments homogeneous regions in an image, then merges similar regions into classes across the entire scene. Recently, these output regions were manually labeled by the user to generate ice maps, or were labeled using a Support Vector Machine (SVM) classifier. Here, three labeling methods (Manual, SVM, and RF) are applied after IRGS segmentation to perform ice-water classification on 36 RADARSAT-2 scenes of Great Bear Lake (Canada). SVM and RF classifiers are also tested without integration with IRGS. An accuracy assessment has been performed on the results, comparing outcomes with author-generated reference data, as well as the reported ice fraction from CIS. The IRGS-RF average classification accuracy for this dataset is 95.8%, demonstrating the potential of this automated method to provide detailed and reliable lake ice cover information operationally.",G20-88001,1425,10.3390/rs12091425,Hoekstra-2020-Lake
