title,author,abstract,url,pages,doi,bibkey
"A long-term, temporally consistent, gridded daily meteorological dataset for northwestern North America","A. T. Werner, M. A. Schnorbus, R. R. Shrestha, A. J. Cannon, F. W. Zwiers, G. Dayon, F. Anslow, ","We describe a spatially contiguous, temporally consistent high-resolution gridded daily meteorological dataset for northwestern North America. This >4 million km2 region has high topographic relief, seasonal snowpack, permafrost and glaciers, crosses multiple jurisdictional boundaries and contains the entire Yukon, Mackenzie, Saskatchewan, Fraser and Columbia drainages. We interpolate daily station data to 1/16° spatial resolution using a high-resolution monthly 1971-2000 climatology as a predictor in a thin-plate spline interpolating algorithm. Only temporally consistent climate stations with at least 40 years of record are included. Our approach is designed to produce a dataset well suited for driving hydrological models and training statistical downscaling schemes. We compare our results to two commonly used datasets and show improved performance for climate means, extremes and variability. When used to drive a hydrologic model, our dataset also outperforms these datasets for runoff ratios and streamflow trends in several, high elevation, sub-basins of the Fraser River.",G19-96002,,10.1038/sdata.2018.299,Werner-2019-A
"Development of an Ice Jam Flood Forecasting System for the Lower Oder River—Requirements for Real-Time Predictions of Water, Ice and Sediment Transport","Karl-Erich Lindenschmidt, Dirk Carstensen, Wolfgang Fröhlich, Bernd Hentschel, Stefan Iwicki, Michael Kögel, Michał Kubicki, Zbigniew W. Kundzewicz, Cornelia Lauschke, Adam Łazarów, Helena Łoś, Włodzimierz Marszelewski, Tomasz Niedzielski, Marcin Nowak, Bogusław Pawłowski, Michael Roers, Stefan Schlaffer, Beata Weintrit, ","Despite ubiquitous warming, the lower Oder River typically freezes over almost every year. Ice jams may occur during freeze-up and ice cover breakup phases, particularly in the middle and lower reaches of the river, with weirs and piers. The slush ice and ice blocks may accumulate to form ice jams, leading to backwater effects and substantial water level rise. The small bottom slope of the lower Oder and the tidal backflow from the Baltic Sea enhance the formation of ice jams during cold weather conditions, jeopardizing the dikes. Therefore, development of an ice jam flood forecasting system for the Oder River is much needed. This commentary presents selected results from an international workshop that took place in Wrocław (Poland) on 26–27 November 2018 that brought together an international team of experts to explore the requirements and research opportunities in the field of ice jam flood forecasting and risk assessment for the Oder River section along the German–Polish border. The workshop launched a platform for collaboration amongst Canadian, German and Polish scientists, government officials and water managers to pave a way forward for joint research focused on achieving the long-term goal of forecasting, assessing and mitigating ice jam impacts along the lower Oder. German and Polish government agencies are in need of new tools to forecast ice jams and assess their subsequent consequences and risks to communities and ship navigation along a river. Addressing these issues will also help research and ice flood management in a Canadian context. A research program would aim to develop a modelling system by addressing fundamental issues that impede the prediction of ice jam events and their consequences in cold regions.",G19-97001,95,10.3390/w11010095,Lindenschmidt-2019-Development
A novel stochastic modelling approach for operational real-time ice-jam flood forecasting,"Karl-Erich Lindenschmidt, Prabin Rokaya, Apurba Das, Zhaoqin Li, Dominique Richard, ","Abstract Forecasting ice jams and their consequential flooding is more challenging than predicting open water flood conditions. This is due to the chaotic nature of ice jam formation since slight changes in water and ice flows, location of the ice jam toe along the river and initial water levels at the time of jam formation can lead to marked differences in the outcome of backwater level elevations and flood severity. In this paper, we introduce a novel, operational real-time flood forecasting system that captures this stochastic nature of ice-jam floods and places the forecasts in a probabilistic context in the form of flood hazard maps (probability of flood extents and depths). This novel system was tested successfully for the ice-cover breakup period in the spring of 2018 along the Athabasca River at the Town of Fort McMurray, Canada.",G19-98001,381-394,10.1016/j.jhydrol.2019.05.048,Lindenschmidt-2019-A
Field-experiment constraints on the enhancement of the terrestrial carbon sink by CO2 fertilization,"Yongwen Liu, Shilong Piao, Thomas Gasser, Philippe Ciais, Hui Yang, Han Wang, Trevor F. Keenan, Mengtian Huang, Shiqiang Wan, Jian Song, Kai Wang, Ivan A. Janssens, Josep Peñuelas, Chris Huntingford, Xuhui Wang, Muhammad Altaf Arain, Yuanyuan Fang, Joshua B. Fisher, Maoyi Huang, Deborah N. Huntzinger, Akihiko Ito, Atul K. Jain, Jiafu Mao, Anna M. Michalak, Changhui Peng, Benjamin Poulter, Christopher Schwalm, Xiaoying Shi, Hanqin Tian, Yaxing Wei, Ning Zeng, Qiuan Zhu, Tao Wang, ","Clarifying how increased atmospheric CO2 concentration (eCO2) contributes to accelerated land carbon sequestration remains important since this process is the largest negative feedback in the coupled carbon–climate system. Here, we constrain the sensitivity of the terrestrial carbon sink to eCO2 over the temperate Northern Hemisphere for the past five decades, using 12 terrestrial ecosystem models and data from seven CO2 enrichment experiments. This constraint uses the heuristic finding that the northern temperate carbon sink sensitivity to eCO2 is linearly related to the site-scale sensitivity across the models. The emerging data-constrained eCO2 sensitivity is 0.64 ± 0.28 PgC yr−1 per hundred ppm of eCO2. Extrapolating worldwide, this northern temperate sensitivity projects the global terrestrial carbon sink to increase by 3.5 ± 1.9 PgC yr−1 for an increase in CO2 of 100 ppm. This value suggests that CO2 fertilization alone explains most of the observed increase in global land carbon sink since the 1960s. More CO2 enrichment experiments, particularly in boreal, arctic and tropical ecosystems, are required to explain further the responsible processes. The northern temperate carbon sink is estimated to increase by 0.64 PgC each year for each increase in atmospheric CO2 concentrations by 100 ppm, suggests an analysis of data from field experiments at 7 sites constraints.",G19-99001,809-814,10.1038/s41561-019-0436-1,Liu-2019-Field-experiment
Turnover and legacy of sediment-associated PAH in a baseflow-dominated river,"Yan Liu, Christiane Zarfl, Nandita B. Basu, Olaf A. Cirpka, ","Polycyclic Aromatic Hydrocarbons (PAH) ubiquitously occur in rivers and threaten the aquatic ecosystem. Understanding their fate and behaviour in rivers can help in improving management strategies. We develop a particle-facilitated transport model considering suspended sediments with sorbed PAH from different origins to investigate the turnover and legacy of sediment-bound PAH in the baseflow-dominated Ammer River in southwest Germany. Our model identifies the contributions of dissolved and particle-bound PAH during wet and dry periods to the annual load. The analysis of in-stream processes enables investigating the average turnover times of sediments and attached PAH for the main stem of the river. The legacy of sediment-bound PAH is studied by running the model assuming a 50% reduction in PAH emissions after the introduction of environmental regulation in the 1970s. Our results show that sediment-bound and dissolved PAH account for 75% and 25% of the annual PAH load, respectively. PAH are mainly emitted from urban areas that contribute over 74% to the total load. In steep reaches, the turnover times of sediments and attached PAH are similar, whereas they differ by 1-2 orders of magnitude in reaches with very mild slopes. Flow rates significantly affect PAH fluxes between the mobile water and the riverbed over the entire river. Total PAH fluxes from the river bed to the mobile water are simulated to occur when the discharge is larger than 5 m3s -1. River segments with large sediment storage show a potential of PAH legacy, which may have caused a PAH release over 10-20 years after the implementation of environmental regulation. This study is useful for assessing environmental impacts of PAH in rivers (e.g., their contribution to the river-water toxicity) and exemplifies that the longitudinal distribution, turnover, and legacy potential of PAH in a river system require a mechanistic understanding of river hydraulics and sediment transport.",G19-100001,754-764,10.1016/j.scitotenv.2019.03.236,Liu-2019-Turnover
Increased high‐latitude photosynthetic carbon gain offset by respiration carbon loss during an anomalous warm winter to spring transition,"Zhihua Liu, John S. Kimball, Nicholas C. Parazoo, Ashley P. Ballantyne, Wen J. Wang, Nima Madani, Caleb G. Pan, Jennifer D. Watts, Rolf H. Reichle, Oliver Sonnentag, Philip Marsh, Miriam Hurkuck, Manuel Helbig, William L. Quinton, Donatella Zona, Masahito Ueyama, Hideki Kobayashi, Eugénie S. Euskirchen, ","Arctic and boreal ecosystems play an important role in the global carbon (C) budget, and whether they act as a future net C sink or source depends on climate and environmental change. Here, we used complementary in situ measurements, model simulations, and satellite observations to investigate the net carbon dioxide (CO2 ) seasonal cycle and its climatic and environmental controls across Alaska and northwestern Canada during the anomalously warm winter to spring conditions of 2015 and 2016 (relative to 2010-2014). In the warm spring, we found that photosynthesis was enhanced more than respiration, leading to greater CO2 uptake. However, photosynthetic enhancement from spring warming was partially offset by greater ecosystem respiration during the preceding anomalously warm winter, resulting in nearly neutral effects on the annual net CO2 balance. Eddy covariance CO2 flux measurements showed that air temperature has a primary influence on net CO2 exchange in winter and spring, while soil moisture has a primary control on net CO2 exchange in the fall. The net CO2 exchange was generally more moisture limited in the boreal region than in the Arctic tundra. Our analysis indicates complex seasonal interactions of underlying C cycle processes in response to changing climate and hydrology that may not manifest in changes in net annual CO2 exchange. Therefore, a better understanding of the seasonal response of C cycle processes may provide important insights for predicting future carbon-climate feedbacks and their consequences on atmospheric CO2 dynamics in the northern high latitudes.",G19-101001,682-696,10.1111/gcb.14863,Liu-2019-Increased
Extensive land cover change across Arctic–Boreal Northwestern North America from disturbance and climate forcing,"Jonathan A. Wang, Damien Sulla‐Menashe, Curtis E. Woodcock, Oliver Sonnentag, Ralph F. Keeling, Mark A. Friedl, ","A multitude of disturbance agents, such as wildfires, land use, and climate-driven expansion of woody shrubs, is transforming the distribution of plant functional types across Arctic–Boreal ecosystems, which has significant implications for interactions and feedbacks between terrestrial ecosystems and climate in the northern high-latitude. However, because the spatial resolution of existing land cover datasets is too coarse, large-scale land cover changes in the Arctic–Boreal region (ABR) have been poorly characterized. Here, we use 31 years (1984–2014) of moderate spatial resolution (30 m) satellite imagery over a region spanning 4.7 × 106 km2 in Alaska and northwestern Canada to characterize regional-scale ABR land cover changes. We find that 13.6 ± 1.3% of the domain has changed, primarily via two major modes of transformation: (a) simultaneous disturbance-driven decreases in Evergreen Forest area (−14.7 ± 3.0% relative to 1984) and increases in Deciduous Forest area (+14.8 ± 5.2%) in the Boreal biome; and (b) climate-driven expansion of Herbaceous and Shrub vegetation (+7.4 ± 2.0%) in the Arctic biome. By using time series of 30 m imagery, we characterize dynamics in forest and shrub cover occurring at relatively short spatial scales (hundreds of meters) due to fires, harvest, and climate-induced growth that are not observable in coarse spatial resolution (e.g., 500 m or greater pixel size) imagery. Wildfires caused most of Evergreen Forest Loss and Evergreen Forest Gain and substantial areas of Deciduous Forest Gain. Extensive shifts in the distribution of plant functional types at multiple spatial scales are consistent with observations of increased atmospheric CO2 seasonality and ecosystem productivity at northern high-latitudes and signal continental-scale shifts in the structure and function of northern high-latitude ecosystems in response to climate change.",G19-101002,807-822,10.1111/gcb.14804,Wang-2019-Extensive
Seasonal variability of forest sensitivity to heat and drought stresses: A synthesis based on carbon fluxes from North American forest ecosystems,"Bing Xu, M. Altaf Arain, T. Andrew Black, Beverly E. Law, Gilberto Z. Pastorello, Housen Chu, ","Climate extremes such as heat waves and droughts are projected to occur more frequently with increasing temperature and an intensified hydrological cycle. It is important to understand and quantify how forest carbon fluxes respond to heat and drought stress. In this study, we developed a series of daily indices of sensitivity to heat and drought stress as indicated by air temperature (Ta ) and evaporative fraction (EF). Using normalized daily carbon fluxes from the FLUXNET Network for 34 forest sites in North America, the seasonal pattern of sensitivities of net ecosystem productivity (NEP), gross ecosystem productivity (GEP) and ecosystem respiration (RE) in response to Ta and EF anomalies were compared for different forest types. The results showed that warm temperatures in spring had a positive effect on NEP in conifer forests but a negative impact in deciduous forests. GEP in conifer forests increased with higher temperature anomalies in spring but decreased in summer. The drought-induced decrease in NEP, which mostly occurred in the deciduous forests, was mostly driven by the reduction in GEP. In conifer forests, drought had a similar dampening effect on both GEP and RE, therefore leading to a neutral NEP response. The NEP sensitivity to Ta anomalies increased with increasing mean annual temperature. Drier sites were less sensitive to drought stress in summer. Natural forests with older stand age tended to be more resilient to the climate stresses compared to managed younger forests. The results of the Classification and Regression Tree analysis showed that seasons and ecosystem productivity were the most powerful variables in explaining the variation of forest sensitivity to heat and drought stress. Our results implied that the magnitude and direction of carbon flux changes in response to climate extremes are highly dependent on the seasonal dynamics of forests and the timing of the climate extremes.",G19-101003,901-918,10.1111/gcb.14843,Xu-2019-Seasonal
Monitoring Groundwater Change in California’s Central Valley Using Sentinel-1 and GRACE Observations,"Zhen Liu, Pang-Wei Liu, Elias Massoud, Tom G Farr, Paul Lundgren, James S. Famiglietti, ","The San Joaquin Valley and Tulare basins in California’s Central Valley have intensive agricultural activity and groundwater demand that has caused significant subsidence and depletion of water resources in the past. We measured groundwater pumping-induced land subsidence in the southern Central Valley from March 2015 to May 2017 using Sentinel-1 interferometric synthetic aperture radar (InSAR) data. The InSAR measurements provided fine spatial details of subsidence patterns and displayed a superposition of secular and seasonal variations that were coherent across our study region and correlated with precipitation variability and changes in freshwater demand. Combining InSAR and Global Positioning System (GPS) data, precipitation, and in situ well records showed a broad scale slowdown/cessation of long term subsidence in the wetter winter of 2017, likely reflecting the collective response of the Central Valley aquifer system to heavier-than-usual precipitation. We observed a very good temporal correlation between the Gravity Recovery and Climate Experiment (GRACE) satellite groundwater anomaly (GWA) variation and long-term subsidence records, regardless of local hydrogeology and mechanical properties. This indicates the subsidence from satellite geodesy is a very useful indicator for tracking groundwater storage change. With the continuing acquisition of Sentinel-1 and other satellites, we anticipate decadal-scale subsidence records with a spatial resolution of tens to hundreds of meters will be available in the near future to be combined with basin-averaged GRACE measurements to improve our estimate of time-varying groundwater change.",G19-102001,436,10.3390/geosciences9100436,Liu-2019-Monitoring
Do the societal benefits of river restoration outweigh their costs? A cost-benefit analysis,"Ivana Logar, Roy Brouwer, Amael Paillex, ","Abstract Switzerland plans to restore 4000 km of rivers by 2090. Despite the immense investment costs, river restoration benefits have not been valued in monetary terms, and a cost-benefit analysis (CBA) does not exist for any river restoration project in Switzerland. We apply stated preference methods to elicit public preferences and willingness to pay for restoring two specific but representative river sites. The benefits of restoration are compared with its costs. Upscaling the results to the national level shows that the government budget allocated for river restoration (CHF 1200/m) is insufficient to cover the costs of local restoration projects. However, the surveyed local populations are willing to pay substantially more for restoring rivers in their area of residence than they are legally obliged to do. The CBA results demonstrate that the benefits outweigh the costs in the two case studies, and hence that restoration efforts are justified from an economic point of view. A sensitivity analysis shows that the main results and conclusions do not change when we change some of the key assumptions underlying the CBA.",G19-103001,1075-1085,10.1016/j.jenvman.2018.11.098,Logar-2019-Do
Meaningful engagement with Indigenous peoples: a case study of Ontario’s Great Lakes Protection Act,"Jessica Lukawiecki, Rhonda Gagnon, Carly Dokis, Dan Walters, Lewis Molot, ","While governments in Canada have a duty to act honourably in the development of legislative actions that may affect Aboriginal or treaty rights, Indigenous peoples’ input and knowledge have largely...",G19-104001,603-618,10.1080/07900627.2019.1681261,Lukawiecki-2019-Meaningful
Detecting intercepted snow on mountain needleleaf forest canopies using satellite remote sensing,"Zhibang Lv, John W. Pomeroy, ","Abstract Snow interception in cold regions needleleaf forest canopies is a crucial process that controls local snow accumulation and redistribution over >20% of the Earth's land surface. Various ground-based methods exist to measure intercepted snow load, however all are based on single-tree measurements and are difficult to implement. No research has focussed on detecting large areal intercepted snow loads and no studies have assessed the use of satellite observations. In this study, four remote sensing indices (NDSI, NDVI, albedo, and land surface temperature (LST)) were retrieved from Landsat images to study their sensitivity to canopy intercepted snow and the possibility of using them to detect the presence of intercepted snow. The results indicate that presence of intercepted snow on canopy increased NDSI and albedo, but decreased NDVI. Intercepted snow presence also decreased the areal variability of NDSI and NDVI while increasing that of albedo. For these three indices, the differences between snow-free and snowcovered canopies were correlated to topography and forest canopy cover. Of these indices, NDSI changed the greatest. Intercepted snow noticeably decreased the LST difference between forest and open areas in springtime while the influence in wintertime was relatively smaller. An intercepted snow detection approach that uses both NDSI and NDVI to classify pixels into either snowcovered canopy or other (snow-free canopy and non-forest areas) is proposed here. A case study applying this approach compared remote sensing detection to simulations by the snow interception and sublimation model implemented in the Cold Regions Hydrological Modelling platform (CRHM). This used local meteorological observations from the pine, spruce and fir forest covered Marmot Creek Research Basin in the Canadian Rockies. The remote sensing detection of intercepted snow agreed well with CRHM simulations for continuous forests (83%) and less well for sparse forests (72%) and clearings with small trees (70%). Therefore, the approach is suitable for intercepted snow detection over continuous evergreen canopies. This technique provides a new capability for large-scale snow interception model validation and data assimilation to cold regions hydrological forecasting models.",G19-105001,111222,10.1016/j.rse.2019.111222,Lv-2019-Detecting
Evaluating Hydrologic Response in Tile‐Drained Landscapes: Implications for Phosphorus Transport,"M. L. Macrae, G. A. Ali, K. W. King, J. M. Plach, W. T. Pluer, M. Williams, M. Q. Morison, W. Tang, ","Phosphorus (P) loss in agricultural discharge has typically been associated with surface runoff; however, tile drains have been identified as a key P pathway due to preferential transport. Identifying when and where these pathways are active may establish high-risk periods and regions that are vulnerable for P loss. A synthesis of high-frequency, runoff data from eight cropped fields across the Great Lakes region of North America over a 3-yr period showed that both surface and tile flow occurred year-round, although tile flow occurred more frequently. The relative timing of surface and tile flow activation was classified into four response types to infer runoff-generation processes. Response types were found to vary with season and soil texture. In most events across all sites, tile responses preceded surface flow, whereas the occurrence of surface flow prior to tile flow was uncommon. The simultaneous activation of pathways, indicating rapid connectivity through the vadose zone, was seldom observed at the loam sites but occurred at clay sites during spring and summer. Surface flow at the loam sites was often generated as saturation-excess, a phenomenon rarely observed on the clay sites. Contrary to expectations, significant differences in P loads in tiles were not apparent under the different response types. This may be due to the frequency of the water quality sampling or may indicate that factors other than surface-tile hydrologic connectivity drive tile P concentrations. This work provides new insight into spatial and temporal differences in runoff mechanisms in tile-drained landscapes.",G19-106001,1347-1355,10.2134/jeq2019.02.0060,Macrae-2019-Evaluating
"The Latitudes, Attitudes, and Platitudes of Watershed Phosphorus Management in North America","D. R. Smith, M. L. Macrae, P. J. A. Kleinman, H. P. Jarvie, K. W. King, R. B. Bryant, ","Phosphorus (P) plays a crucial role in agriculture as a primary fertilizer nutrient-and as a cause of the eutrophication of surface waters. Despite decades of efforts to keep P on agricultural fields and reduce losses to waterways, frequent algal blooms persist, triggering not only ecological disruption but also economic, social, and political consequences. We investigate historical and persistent factors affecting agricultural P mitigation in a transect of major watersheds across North America: Lake Winnipeg, Lake Erie, the Chesapeake Bay, and Lake Okeechobee/Everglades. These water bodies span 26 degrees of latitude, from the cold climate of central Canada to the subtropics of the southeastern United States. These water bodies and their associated watersheds have tracked trajectories of P mitigation that manifest remarkable similarities, and all have faced challenges in the application of science to agricultural management that continue to this day. An evolution of knowledge and experience in watershed P mitigation calls into question uniform solutions as well as efforts to transfer strategies from other arenas. As a result, there is a need to admit to shortcomings of past approaches, plotting a future for watershed P mitigation that accepts the sometimes two-sided nature of Hennig Brandt's ""Devil's Element.""",G19-106002,1176-1190,10.2134/jeq2019.03.0136,Smith-2019-The
Optofluidic Dissolved Oxygen Sensing With Sensitivity Enhancement Through Multiple Reflections,"Eric James Mahoney, Huan-Hsuan Leo Hsu, Fei Du, Bo Xiong, P. Ravi Selvaganapathy, Qiyin Fang, ","The development of compact and low-cost dissolved oxygen (DO) sensors is essential for the continuous in situ monitoring of environmental water quality and wastewater treatment processes. The optical detection of dynamic and reversible quenching of fluorescent dyes by oxygen has been used for DO sensing. In this paper, we have optimized a multilayer optofluidic device based on the measurement of fluorescence quenching in a Ruthenium-based oxygen sensitive dye by employing total internal reflection (TIR) of the excitation light to achieve sensitivity enhancement for the detection of 0-20-ppm DO in water. The incident angles of light and sensitive layer thickness are optimized experimentally in order to increase the path length of light in the sensitive layer of the device through multiple reflections. A model is developed to demonstrate how light propagates through different layers of the device at varying angles of excitation and to describe the mechanism of fluorescence generation for each of the types of TIR observed. The design principles identified in this paper may be applied to the development and optimization of new multilayered optofluidic sensors by employing TIR for sensitivity enhancement.",G19-107001,10452-10460,10.1109/jsen.2019.2932414,Mahoney-2019-Optofluidic
Introductory overview: Optimization using evolutionary algorithms and other metaheuristics,"H.R. Maier, S. Razavi, Z. Kapelan, L.S. Matott, J. Kasprzyk, B.A. Tolson, ","Environmental models are used extensively to evaluate the effectiveness of a range of design, planning, operational, management and policy options. However, the number of options that can be evaluated manually is generally limited, making it difficult to identify the most suitable options to consider in decision-making processes. By linking environmental models with evolutionary and other metaheuristic optimization algorithms, the decision options that make best use of scarce resources, achieve the best environmental outcomes for a given budget or provide the best trade-offs between competing objectives can be identified. This Introductory Overview presents reasons for embedding formal optimization approaches in environmental decision-making processes, details how environmental problems are formulated as optimization problems and outlines how single- and multi-objective optimization approaches find good solutions to environmental problems. Practical guidance and potential challenges are also provided.",G19-108001,195-213,10.1016/j.envsoft.2018.11.018,Maier-2019-Introductory
A hydrological and water temperature modelling framework to simulate the timing of river freeze-up and ice-cover breakup in large-scale catchments,"L.A. Morales-Marín, P.R. Sanyal, H. Kadowaki, Z. Li, P. Rokaya, K.E. Lindenschmidt, ","Abstract Ice phenology, defined as the timing of freeze-up and ice-cover breakup, plays a key role in streamflow regimes in cold-region river catchments. River freeze-up and ice-cover breakup events are controlled by meteorological and hydrological variables. In this study, we present a modelling framework consisting of a physically-based semi-distributed hydrological model and the integration of a 1D stream temperature model that can predict the ice duration in cold region rivers. The hydrological model provides streamflow and hydraulic parameters for the stream temperature model to obtain instream water temperature. The model was successfully applied in the Athabasca River basin in western Canada. Calibration was carried out using the water temperature recorded in the stations at the towns of Hinton, Athabasca and Fort McMurray. Model results show consistent correspondence between simulated freeze-up and breakup dates and the hydrometric station data. In the main tributaries of the basin, freeze-up timing spans from the last week of September to the second week of November and ice-cover breakup occurs from the second week of March to the last week of May. The model presents an application of water temperature and ice phenology simulation which can be incorporated in ice-jam flood forecasting and future climate change studies.",G19-108002,49-63,10.1016/j.envsoft.2019.01.009,Morales-Marín-2019-A
A multi-method Generalized Global Sensitivity Matrix approach to accounting for the dynamical nature of earth and environmental systems models,"Saman Razavi, Hoshin V. Gupta, ","Abstract Many applications of global sensitivity analysis (GSA) do not adequately account for the dynamical nature of earth and environmental systems models. Gupta and Razavi (2018) highlight this fact and develop a sensitivity analysis framework from first principles, based on the sensitivity information contained in trajectories of partial derivatives of the dynamical model responses with respect to controlling factors. Here, we extend and generalize that framework to accommodate any GSA philosophy, including derivative-based approaches (such as Morris and DELSA), direct-response-based approaches (such as the variance-based Sobol’, distribution-based PAWN, and higher-moment-based methods), and unifying variogram-based approaches (such as VARS). The framework is implemented within the VARS-TOOL software toolbox and demonstrated using the HBV-SASK model applied to the Oldman Watershed, Canada. This enables a comprehensive multi-variate investigation of the influence of parameters and forcings on different modeled state variables and responses, without the need for observational data regarding those responses.",G19-108003,1-11,10.1016/j.envsoft.2018.12.002,Razavi-2019-A
Peripheral Notifications in Large Displays,"Aristides Mairena, Carl Gutwin, Andy Cockburn, ","Visual notifications are integral to interactive computing systems. With large displays, however, much of the content is in the user's visual periphery, where human capacity to notice visual effects is diminished. One design strategy for enhancing noticeability is to combine visual features, such as motion and colour. Yet little is known about how feature combinations affect noticeability across the visual field, or about how peripheral noticeability changes when a user's primary task involves the same visual features as the notification. We addressed these questions by conducting two studies. Results of the first study showed that noticeability of feature combinations were approximately equal to the better of the individual features. Results of the second study suggest that there can be interference between the features of primary tasks and the visual features in the notifications. Our findings contribute to a better understanding of how visual features operate when used as peripheral notifications.",G19-109001,,10.1145/3290605.3300870,Mairena-2019-Peripheral
"Antagonistic, synergistic and direct effects of land use and climate on Prairie wetland ecosystems: Ghosts of the past or present?","Chrystal Mantyka‐Pringle, Lionel Leston, Dave Messmer, Elvis Asong, Erin M. Bayne, Lauren E. Bortolotti, Gregory Sekulic, Howard Wheater, David W. Howerter, Robert G. Clark, ","AIM: Wetland loss and degradation threaten biodiversity to an extent greater than most ecosystems. Science‐supported responses require understanding of interacting effects of land use and climate change on wetland biodiversity. LOCATION: Alberta, Canada. METHODS: We evaluated how current climate, climate change (as a ghost of the past), land use and wetland water quality relate to aquatic macroinvertebrates and birds. RESULTS: Climatic relationships and climate–land use interactions were observed on chironomid abundance, but not macroinvertebrate taxa richness (MTR) or odonate abundance, which responded to land use and water chemistry. Chironomid abundance was positively associated with cropland and negatively associated with total precipitation. Higher cropland cover and dissolved organic carbon synergistically interacted with total precipitation to affect chironomids. MTR was negatively related to salinity, yet greater area of non‐woody riparian vegetation attenuated salinity effects on MTR. Odonate abundance was negatively related to total phosphorus. Higher grassland cover also increased the negative relationship of total phosphorous to odonate abundance. Climatic relationships and climate–land use interactions were observed on bird species richness (BSR) and abundance of several bird functional groups. Higher BSR and abundances of several bird groups were positively related to average rainfall and greater warming temperatures over time. Area of non‐crop cover and wetlands was positively associated with most bird groups and BSR. Warming temperatures over time ameliorated the negative relationship of higher cropland or less shrubland on aerial insectivores and other bird groups. MAIN CONCLUSIONS: Climate patterns and climate change are as important as land use pressures with stronger impacts on birds. Climate change was more influential than current climate and provided novel empirical evidence that progressively warmer, wetter conditions is benefiting some bird groups, including aerial insectivores, a group of conservation concern. Riparian vegetation ameliorated the negative impacts of climate and water quality gradients on MTR and could mitigate global change impacts in agricultural systems.",G19-110001,1924-1940,10.1111/ddi.12990,"Mantyka‐Pringle-2019-Antagonistic,"
"Coupling Water Column and Sediment Biogeochemical Dynamics: Modeling Internal Phosphorus Loading, Climate Change Responses, and Mitigation Measures in Lake Vansjø, Norway","Igor Markelov, Raoul‐Marie Couture, Rachele Fischer, Sigrid Haande, Philippe Van Cappellen, ",,G19-111001,3847-3866,10.1029/2019jg005254,Markelov-2019-Coupling
Assessment of Water Cycle Intensification Over Land using a Multisource Global Gridded Precipitation DataSet,"Y. Markonis, S. M. Papalexiou, M. Martinkova, M. Hanel, ",,G19-112001,11175-11187,10.1029/2019jd030855,Markonis-2019-Assessment
Selenium oxyanion bioconcentration in natural freshwater periphyton,"Blue Markwart, Karsten Liber, Yuwei Xie, Katherine Raes, Markus Hecker, David Janz, Lorne E. Doig, ","Selenium (Se) enrichment has been demonstrated to vary by several orders of magnitude among species of planktonic algae. This is a substantial source of uncertainty when modelling Se biodynamics in aquatic systems. In addition, Se bioconcentration data are largely lacking for periphytic species of algae, and for multi-species periphyton biofilms, adding to the challenge of modelling Se transfer in periphyton-based food webs. To better predict Se dynamics in periphyton dominated, freshwater ecosystems, the goal of this study was to assess the relative influence of periphyton community composition on the uptake of waterborne Se oxyanions. Naturally grown freshwater periphyton communities, sampled from five different water bodies, were exposed to environmentally relevant concentrations of selenite [Se(IV)] or selenate [Se(VI)] (nominal concentrations of 5 and 25 μg Se L-1) under similar, controlled laboratory conditions for a period of 8 days. Unique periphyton assemblages were derived from the five different field sites, as confirmed by light microscopy and targeted DNA sequencing of the plastid 23S rRNA gene in algae. Selenium accumulation demonstrated a maximum of 23.6-fold difference for Se(IV) enrichment and 2.1-fold difference for Se(VI) enrichment across the periphyton/biofilm assemblages tested. The assemblage from one field site demonstrated both high accumulation of Se(IV) and iron, and was subjected to additional experimentation to elucidate the mechanism(s) of Se accumulation. Selenite accumulation (at nominal concentrations of 5 and 25 μg Se L-1 and mean pH of 7.5 across all treatment replicates) was assessed in both unaltered and heat-killed periphyton, and in periphyton from the same site grown without light to exclude phototrophic organisms. Following an exposure length of 8 days, all periphyton treatments showed similar levels of Se accumulation, indicating that much of the apparent uptake of Se(IV) was due to non-biological processes (i.e., surface adsorption). The results of this study will help reduce uncertainty in the prediction of Se dynamics and food-chain transfer in freshwater environments. Further exploration of the ecological consequences of extracellular adsorption of Se(IV) to periphyton, rather than intracellular absorption, is recommended to further refine predictions related to Se biodynamics in freshwater food webs.",G19-113001,693-704,10.1016/j.ecoenv.2019.05.004,Markwart-2019-Selenium
